"keyfield","sav_spec","rep","height","pc","surv_meth","pc_meth","crew_grass"
"200409221336-101","Macroalgae",9,NA,NA,NA,NA,NA
"200409221712-294","Thalassia",1,20,68,NA,NA,NA
"200409221712-294","Thalassia",2,20,68,NA,NA,NA
"200409221712-294","Thalassia",3,20,68,NA,NA,NA
"200409221712-294","Thalassia",4,20,68,NA,NA,NA
"200409221712-294","Thalassia",5,20,68,NA,NA,NA
"200409221712-294","Thalassia",6,20,68,NA,NA,NA
"200409221712-294","Thalassia",7,20,68,NA,NA,NA
"200409221712-294","Thalassia",8,20,68,NA,NA,NA
"200409221712-294","Thalassia",9,20,68,NA,NA,NA
"200409221712-294","Syringodium",1,NA,0,NA,NA,NA
"200409221712-294","Syringodium",2,NA,0,NA,NA,NA
"200409221712-294","Syringodium",3,NA,0,NA,NA,NA
"200409221712-294","Syringodium",4,NA,0,NA,NA,NA
"200409221712-294","Syringodium",5,NA,0,NA,NA,NA
"200409221712-294","Syringodium",6,NA,0,NA,NA,NA
"200409221712-294","Syringodium",7,NA,0,NA,NA,NA
"200409221712-294","Syringodium",8,NA,0,NA,NA,NA
"200409221712-294","Syringodium",9,NA,0,NA,NA,NA
"200409221712-294","Halodule",1,NA,0,NA,NA,NA
"200409221712-294","Halodule",2,NA,0,NA,NA,NA
"200409221712-294","Halodule",3,NA,0,NA,NA,NA
"200409221712-294","Halodule",4,NA,0,NA,NA,NA
"200409221712-294","Halodule",5,NA,0,NA,NA,NA
"200409221712-294","Halodule",6,NA,0,NA,NA,NA
"200409221712-294","Halodule",7,NA,0,NA,NA,NA
"200409221712-294","Halodule",8,NA,0,NA,NA,NA
"200409221712-294","Halodule",9,NA,0,NA,NA,NA
"200409221712-294","Macroalgae",1,NA,NA,NA,NA,NA
"200409221712-294","Macroalgae",2,NA,NA,NA,NA,NA
"200409221712-294","Macroalgae",3,NA,NA,NA,NA,NA
"200409221712-294","Macroalgae",4,NA,NA,NA,NA,NA
"200409221712-294","Macroalgae",5,NA,NA,NA,NA,NA
"200409221712-294","Macroalgae",6,NA,NA,NA,NA,NA
"200409221712-294","Macroalgae",7,NA,NA,NA,NA,NA
"200409221712-294","Macroalgae",8,NA,NA,NA,NA,NA
"200409221712-294","Macroalgae",9,NA,NA,NA,NA,NA
"200409230854-243","Thalassia",1,23,15,NA,NA,NA
"200409230854-243","Thalassia",2,23,15,NA,NA,NA
"200409230854-243","Thalassia",3,23,15,NA,NA,NA
"200409230854-243","Thalassia",4,23,15,NA,NA,NA
"200409230854-243","Thalassia",5,23,15,NA,NA,NA
"200409230854-243","Thalassia",6,23,15,NA,NA,NA
"200409230854-243","Thalassia",7,23,15,NA,NA,NA
"200409230854-243","Thalassia",8,23,15,NA,NA,NA
"200409230854-243","Thalassia",9,23,15,NA,NA,NA
"200409230854-243","Syringodium",1,NA,0,NA,NA,NA
"200409230854-243","Syringodium",2,NA,0,NA,NA,NA
"200409230854-243","Syringodium",3,NA,0,NA,NA,NA
"200409230854-243","Syringodium",4,NA,0,NA,NA,NA
"200409230854-243","Syringodium",5,NA,0,NA,NA,NA
"200409230854-243","Syringodium",6,NA,0,NA,NA,NA
"200409230854-243","Syringodium",7,NA,0,NA,NA,NA
"200409230854-243","Syringodium",8,NA,0,NA,NA,NA
"200409230854-243","Syringodium",9,NA,0,NA,NA,NA
"200409230854-243","Halodule",1,NA,0,NA,NA,NA
"200409230854-243","Halodule",2,NA,0,NA,NA,NA
"200409230854-243","Halodule",3,NA,0,NA,NA,NA
"200409230854-243","Halodule",4,NA,0,NA,NA,NA
"200409230854-243","Halodule",5,NA,0,NA,NA,NA
"200409230854-243","Halodule",6,NA,0,NA,NA,NA
"200409230854-243","Halodule",7,NA,0,NA,NA,NA
"200409230854-243","Halodule",8,NA,0,NA,NA,NA
"200409230854-243","Halodule",9,NA,0,NA,NA,NA
"200409230854-243","Macroalgae",1,NA,NA,NA,NA,NA
"200409230854-243","Macroalgae",2,NA,NA,NA,NA,NA
"200409230854-243","Macroalgae",3,NA,NA,NA,NA,NA
"200409230854-243","Macroalgae",4,NA,NA,NA,NA,NA
"200409230854-243","Macroalgae",5,NA,NA,NA,NA,NA
"200409230854-243","Macroalgae",6,NA,NA,NA,NA,NA
"200409230854-243","Macroalgae",7,NA,NA,NA,NA,NA
"200409230854-243","Macroalgae",8,NA,NA,NA,NA,NA
"200409230854-243","Macroalgae",9,NA,NA,NA,NA,NA
"200409230942-227","Thalassia",1,19,77,NA,NA,NA
"200409230942-227","Thalassia",2,19,77,NA,NA,NA
"200409230942-227","Thalassia",3,19,77,NA,NA,NA
"200409230942-227","Thalassia",4,19,77,NA,NA,NA
"200409230942-227","Thalassia",5,19,77,NA,NA,NA
"200409230942-227","Thalassia",6,19,77,NA,NA,NA
"200409230942-227","Thalassia",7,19,77,NA,NA,NA
"200409230942-227","Thalassia",8,19,77,NA,NA,NA
"200409230942-227","Thalassia",9,19,77,NA,NA,NA
"200409230942-227","Syringodium",1,NA,0,NA,NA,NA
"200409230942-227","Syringodium",2,NA,0,NA,NA,NA
"200409230942-227","Syringodium",3,NA,0,NA,NA,NA
"200409230942-227","Syringodium",4,NA,0,NA,NA,NA
"200409230942-227","Syringodium",5,NA,0,NA,NA,NA
"200409230942-227","Syringodium",6,NA,0,NA,NA,NA
"200409230942-227","Syringodium",7,NA,0,NA,NA,NA
"200409230942-227","Syringodium",8,NA,0,NA,NA,NA
"200409230942-227","Syringodium",9,NA,0,NA,NA,NA
"200409230942-227","Halodule",1,NA,0,NA,NA,NA
"200409230942-227","Halodule",2,NA,0,NA,NA,NA
"200409230942-227","Halodule",3,NA,0,NA,NA,NA
"200409230942-227","Halodule",4,NA,0,NA,NA,NA
"200409230942-227","Halodule",5,NA,0,NA,NA,NA
"200409230942-227","Halodule",6,NA,0,NA,NA,NA
"200409230942-227","Halodule",7,NA,0,NA,NA,NA
"200409230942-227","Halodule",8,NA,0,NA,NA,NA
"200409230942-227","Halodule",9,NA,0,NA,NA,NA
"200409230942-227","Macroalgae",1,NA,NA,NA,NA,NA
"200409230942-227","Macroalgae",2,NA,NA,NA,NA,NA
"200409230942-227","Macroalgae",3,NA,NA,NA,NA,NA
"200409230942-227","Macroalgae",4,NA,NA,NA,NA,NA
"200409230942-227","Macroalgae",5,NA,NA,NA,NA,NA
"200409230942-227","Macroalgae",6,NA,NA,NA,NA,NA
"200409230942-227","Macroalgae",7,NA,NA,NA,NA,NA
"200409230942-227","Macroalgae",8,NA,NA,NA,NA,NA
"200409230942-227","Macroalgae",9,NA,NA,NA,NA,NA
"200409231043-242","Thalassia",1,14,47,NA,NA,NA
"200409231043-242","Thalassia",2,14,47,NA,NA,NA
"200409231043-242","Thalassia",3,14,47,NA,NA,NA
"200409231043-242","Thalassia",4,14,47,NA,NA,NA
"200409231043-242","Thalassia",5,14,47,NA,NA,NA
"200409231043-242","Thalassia",6,14,47,NA,NA,NA
"200409231043-242","Thalassia",7,14,47,NA,NA,NA
"200409231043-242","Thalassia",8,14,47,NA,NA,NA
"200409231043-242","Thalassia",9,14,47,NA,NA,NA
"200409231043-242","Syringodium",1,NA,0,NA,NA,NA
"200409231043-242","Syringodium",2,NA,0,NA,NA,NA
"200409231043-242","Syringodium",3,NA,0,NA,NA,NA
"200409231043-242","Syringodium",4,NA,0,NA,NA,NA
"200409231043-242","Syringodium",5,NA,0,NA,NA,NA
"200409231043-242","Syringodium",6,NA,0,NA,NA,NA
"200409231043-242","Syringodium",7,NA,0,NA,NA,NA
"200409231043-242","Syringodium",8,NA,0,NA,NA,NA
"200409231043-242","Syringodium",9,NA,0,NA,NA,NA
"200409231043-242","Halodule",1,NA,0,NA,NA,NA
"200409231043-242","Halodule",2,NA,0,NA,NA,NA
"200409231043-242","Halodule",3,NA,0,NA,NA,NA
"200409231043-242","Halodule",4,NA,0,NA,NA,NA
"200409231043-242","Halodule",5,NA,0,NA,NA,NA
"200409231043-242","Halodule",6,NA,0,NA,NA,NA
"200409231043-242","Halodule",7,NA,0,NA,NA,NA
"200409231043-242","Halodule",8,NA,0,NA,NA,NA
"200409231043-242","Halodule",9,NA,0,NA,NA,NA
"200409231043-242","Macroalgae",1,NA,NA,NA,NA,NA
"200409231043-242","Macroalgae",2,NA,NA,NA,NA,NA
"200409231043-242","Macroalgae",3,NA,NA,NA,NA,NA
"200409231043-242","Macroalgae",4,NA,NA,NA,NA,NA
"200409231043-242","Macroalgae",5,NA,NA,NA,NA,NA
"200409231043-242","Macroalgae",6,NA,NA,NA,NA,NA
"200409231043-242","Macroalgae",7,NA,NA,NA,NA,NA
"200409231043-242","Macroalgae",8,NA,NA,NA,NA,NA
"200409231043-242","Macroalgae",9,NA,NA,NA,NA,NA
"200409231311-176","Thalassia",1,27,10,NA,NA,NA
"200409231311-176","Thalassia",2,27,10,NA,NA,NA
"200409231311-176","Thalassia",3,27,10,NA,NA,NA
"200409231311-176","Thalassia",4,27,10,NA,NA,NA
"200409231311-176","Thalassia",5,27,10,NA,NA,NA
"200409231311-176","Thalassia",6,27,10,NA,NA,NA
"200409231311-176","Thalassia",7,27,10,NA,NA,NA
"200409231311-176","Thalassia",8,27,10,NA,NA,NA
"200409231311-176","Thalassia",9,27,10,NA,NA,NA
"200409231311-176","Syringodium",1,42,20,NA,NA,NA
"200409231311-176","Syringodium",2,42,20,NA,NA,NA
"200409231311-176","Syringodium",3,42,20,NA,NA,NA
"200409231311-176","Syringodium",4,42,20,NA,NA,NA
"200409231311-176","Syringodium",5,42,20,NA,NA,NA
"200409231311-176","Syringodium",6,42,20,NA,NA,NA
"200409231311-176","Syringodium",7,42,20,NA,NA,NA
"200409231311-176","Syringodium",8,42,20,NA,NA,NA
"200409231311-176","Syringodium",9,42,20,NA,NA,NA
"200409231311-176","Halodule",1,24,4,NA,NA,NA
"200409231311-176","Halodule",2,24,4,NA,NA,NA
"200409231311-176","Halodule",3,24,4,NA,NA,NA
"200409231311-176","Halodule",4,24,4,NA,NA,NA
"200409231311-176","Halodule",5,24,4,NA,NA,NA
"200409231311-176","Halodule",6,24,4,NA,NA,NA
"200409231311-176","Halodule",7,24,4,NA,NA,NA
"200409231311-176","Halodule",8,24,4,NA,NA,NA
"200409231311-176","Halodule",9,24,4,NA,NA,NA
"200409231311-176","Macroalgae",1,NA,NA,NA,NA,NA
"200409231311-176","Macroalgae",2,NA,NA,NA,NA,NA
"200409231311-176","Macroalgae",3,NA,NA,NA,NA,NA
"200409231311-176","Macroalgae",4,NA,NA,NA,NA,NA
"200409231311-176","Macroalgae",5,NA,NA,NA,NA,NA
"200409231311-176","Macroalgae",6,NA,NA,NA,NA,NA
"200409231311-176","Macroalgae",7,NA,NA,NA,NA,NA
"200409231311-176","Macroalgae",8,NA,NA,NA,NA,NA
"200409231311-176","Macroalgae",9,NA,NA,NA,NA,NA
"200409231205-239","Thalassia",1,31,30,NA,NA,NA
"200409231205-239","Thalassia",2,31,30,NA,NA,NA
"200409231205-239","Thalassia",3,31,30,NA,NA,NA
"200409231205-239","Thalassia",4,31,30,NA,NA,NA
"200409231205-239","Thalassia",5,31,30,NA,NA,NA
"200409231205-239","Thalassia",6,31,30,NA,NA,NA
"200409231205-239","Thalassia",7,31,30,NA,NA,NA
"200409231205-239","Thalassia",8,31,30,NA,NA,NA
"200409231205-239","Thalassia",9,31,30,NA,NA,NA
"200409231205-239","Syringodium",1,NA,0,NA,NA,NA
"200409231205-239","Syringodium",2,NA,0,NA,NA,NA
"200409231205-239","Syringodium",3,NA,0,NA,NA,NA
"200409231205-239","Syringodium",4,NA,0,NA,NA,NA
"200409231205-239","Syringodium",5,NA,0,NA,NA,NA
"200409231205-239","Syringodium",6,NA,0,NA,NA,NA
"200409231205-239","Syringodium",7,NA,0,NA,NA,NA
"200409231205-239","Syringodium",8,NA,0,NA,NA,NA
"200409231205-239","Syringodium",9,NA,0,NA,NA,NA
"200409231205-239","Halodule",1,13,0,NA,NA,NA
"200409231205-239","Halodule",2,13,0,NA,NA,NA
"200409231205-239","Halodule",3,13,0,NA,NA,NA
"200409231205-239","Halodule",4,13,0,NA,NA,NA
"200409231205-239","Halodule",5,13,0,NA,NA,NA
"200409231205-239","Halodule",6,13,0,NA,NA,NA
"200409231205-239","Halodule",7,13,0,NA,NA,NA
"200409231205-239","Halodule",8,13,0,NA,NA,NA
"200409231205-239","Halodule",9,13,0,NA,NA,NA
"200409231205-239","Macroalgae",1,NA,NA,NA,NA,NA
"200409231205-239","Macroalgae",2,NA,NA,NA,NA,NA
"200409231205-239","Macroalgae",3,NA,NA,NA,NA,NA
"200409231205-239","Macroalgae",4,NA,NA,NA,NA,NA
"200409231205-239","Macroalgae",5,NA,NA,NA,NA,NA
"200409231205-239","Macroalgae",6,NA,NA,NA,NA,NA
"200409231205-239","Macroalgae",7,NA,NA,NA,NA,NA
"200409231205-239","Macroalgae",8,NA,NA,NA,NA,NA
"200409231205-239","Macroalgae",9,NA,NA,NA,NA,NA
"200409231630-291","Thalassia",1,18,9,NA,NA,NA
"200409231630-291","Thalassia",2,18,9,NA,NA,NA
"200409231630-291","Thalassia",3,18,9,NA,NA,NA
"200409231630-291","Thalassia",4,18,9,NA,NA,NA
"200409231630-291","Thalassia",5,18,9,NA,NA,NA
"200409231630-291","Thalassia",6,18,9,NA,NA,NA
"200409231630-291","Thalassia",7,18,9,NA,NA,NA
"200409231630-291","Thalassia",8,18,9,NA,NA,NA
"200409231630-291","Thalassia",9,18,9,NA,NA,NA
"200409231630-291","Syringodium",1,NA,0,NA,NA,NA
"200409231630-291","Syringodium",2,NA,0,NA,NA,NA
"200409231630-291","Syringodium",3,NA,0,NA,NA,NA
"200409231630-291","Syringodium",4,NA,0,NA,NA,NA
"200409231630-291","Syringodium",5,NA,0,NA,NA,NA
"200409231630-291","Syringodium",6,NA,0,NA,NA,NA
"200409231630-291","Syringodium",7,NA,0,NA,NA,NA
"200409231630-291","Syringodium",8,NA,0,NA,NA,NA
"200409231630-291","Syringodium",9,NA,0,NA,NA,NA
"200409231630-291","Halodule",1,16,1,NA,NA,NA
"200409231630-291","Halodule",2,16,1,NA,NA,NA
"200409231630-291","Halodule",3,16,1,NA,NA,NA
"200409231630-291","Halodule",4,16,1,NA,NA,NA
"200409231630-291","Halodule",5,16,1,NA,NA,NA
"200409231630-291","Halodule",6,16,1,NA,NA,NA
"200409231630-291","Halodule",7,16,1,NA,NA,NA
"200409231630-291","Halodule",8,16,1,NA,NA,NA
"200409231630-291","Halodule",9,16,1,NA,NA,NA
"200409231630-291","Macroalgae",1,NA,NA,NA,NA,NA
"200409231630-291","Macroalgae",2,NA,NA,NA,NA,NA
"200409231630-291","Macroalgae",3,NA,NA,NA,NA,NA
"200409231630-291","Macroalgae",4,NA,NA,NA,NA,NA
"200409231630-291","Macroalgae",5,NA,NA,NA,NA,NA
"200409231630-291","Macroalgae",6,NA,NA,NA,NA,NA
"200409231630-291","Macroalgae",7,NA,NA,NA,NA,NA
"200409231630-291","Macroalgae",8,NA,NA,NA,NA,NA
"200409231630-291","Macroalgae",9,NA,NA,NA,NA,NA
"200409231453-267","Thalassia",1,19,43,NA,NA,NA
"200409231453-267","Thalassia",2,19,43,NA,NA,NA
"200409231453-267","Thalassia",3,19,43,NA,NA,NA
"200409231453-267","Thalassia",4,19,43,NA,NA,NA
"200409231453-267","Thalassia",5,19,43,NA,NA,NA
"200409231453-267","Thalassia",6,19,43,NA,NA,NA
"200409231453-267","Thalassia",7,19,43,NA,NA,NA
"200409231453-267","Thalassia",8,19,43,NA,NA,NA
"200409231453-267","Thalassia",9,19,43,NA,NA,NA
"200409231453-267","Syringodium",1,NA,0,NA,NA,NA
"200409231453-267","Syringodium",2,NA,0,NA,NA,NA
"200409231453-267","Syringodium",3,NA,0,NA,NA,NA
"200409231453-267","Syringodium",4,NA,0,NA,NA,NA
"200409231453-267","Syringodium",5,NA,0,NA,NA,NA
"200409231453-267","Syringodium",6,NA,0,NA,NA,NA
"200409231453-267","Syringodium",7,NA,0,NA,NA,NA
"200409231453-267","Syringodium",8,NA,0,NA,NA,NA
"200409231453-267","Syringodium",9,NA,0,NA,NA,NA
"200409231453-267","Halodule",1,NA,0,NA,NA,NA
"200409231453-267","Halodule",2,NA,0,NA,NA,NA
"200409231453-267","Halodule",3,NA,0,NA,NA,NA
"200409231453-267","Halodule",4,NA,0,NA,NA,NA
"200409231453-267","Halodule",5,NA,0,NA,NA,NA
"200409231453-267","Halodule",6,NA,0,NA,NA,NA
"200409231453-267","Halodule",7,NA,0,NA,NA,NA
"200409231453-267","Halodule",8,NA,0,NA,NA,NA
"200409231453-267","Halodule",9,NA,0,NA,NA,NA
"200409231453-267","Macroalgae",1,NA,NA,NA,NA,NA
"200409231453-267","Macroalgae",2,NA,NA,NA,NA,NA
"200409231453-267","Macroalgae",3,NA,NA,NA,NA,NA
"200409231453-267","Macroalgae",4,NA,NA,NA,NA,NA
"200409231453-267","Macroalgae",5,NA,NA,NA,NA,NA
"200409231453-267","Macroalgae",6,NA,NA,NA,NA,NA
"200409231453-267","Macroalgae",7,NA,NA,NA,NA,NA
"200409231453-267","Macroalgae",8,NA,NA,NA,NA,NA
"200409231453-267","Macroalgae",9,NA,NA,NA,NA,NA
"200409231544-280","Thalassia",1,NA,0,NA,NA,NA
"200409231544-280","Thalassia",2,NA,0,NA,NA,NA
"200409231544-280","Thalassia",3,NA,0,NA,NA,NA
"200409231544-280","Thalassia",4,NA,0,NA,NA,NA
"200409231544-280","Thalassia",5,NA,0,NA,NA,NA
"200409231544-280","Thalassia",6,NA,0,NA,NA,NA
"200409231544-280","Thalassia",7,NA,0,NA,NA,NA
"200409231544-280","Thalassia",8,NA,0,NA,NA,NA
"200409231544-280","Thalassia",9,NA,0,NA,NA,NA
"200409231544-280","Syringodium",1,NA,0,NA,NA,NA
"200409231544-280","Syringodium",2,NA,0,NA,NA,NA
"200409231544-280","Syringodium",3,NA,0,NA,NA,NA
"200409231544-280","Syringodium",4,NA,0,NA,NA,NA
"200409231544-280","Syringodium",5,NA,0,NA,NA,NA
"200409231544-280","Syringodium",6,NA,0,NA,NA,NA
"200409231544-280","Syringodium",7,NA,0,NA,NA,NA
"200409231544-280","Syringodium",8,NA,0,NA,NA,NA
"200409231544-280","Syringodium",9,NA,0,NA,NA,NA
"200409231544-280","Halodule",1,8,0,NA,NA,NA
"200409231544-280","Halodule",2,8,0,NA,NA,NA
"200409231544-280","Halodule",3,8,0,NA,NA,NA
"200409231544-280","Halodule",4,8,0,NA,NA,NA
"200409231544-280","Halodule",5,8,0,NA,NA,NA
"200409231544-280","Halodule",6,8,0,NA,NA,NA
"200409231544-280","Halodule",7,8,0,NA,NA,NA
"200409231544-280","Halodule",8,8,0,NA,NA,NA
"200409231544-280","Halodule",9,8,0,NA,NA,NA
"200409231544-280","Macroalgae",1,NA,NA,NA,NA,NA
"200409231544-280","Macroalgae",2,NA,NA,NA,NA,NA
"200409231544-280","Macroalgae",3,NA,NA,NA,NA,NA
"200409231544-280","Macroalgae",4,NA,NA,NA,NA,NA
"200409231544-280","Macroalgae",5,NA,NA,NA,NA,NA
"200409231544-280","Macroalgae",6,NA,NA,NA,NA,NA
"200409231544-280","Macroalgae",7,NA,NA,NA,NA,NA
"200409231544-280","Macroalgae",8,NA,NA,NA,NA,NA
"200409231544-280","Macroalgae",9,NA,NA,NA,NA,NA
"200409240912-124","Thalassia",1,32,10,NA,NA,NA
"200409240912-124","Thalassia",2,32,10,NA,NA,NA
"200409240912-124","Thalassia",3,32,10,NA,NA,NA
"200409240912-124","Thalassia",4,32,10,NA,NA,NA
"200409240912-124","Thalassia",5,32,10,NA,NA,NA
"200409240912-124","Thalassia",6,32,10,NA,NA,NA
"200409240912-124","Thalassia",7,32,10,NA,NA,NA
"200409240912-124","Thalassia",8,32,10,NA,NA,NA
"200409240912-124","Thalassia",9,32,10,NA,NA,NA
"200409240912-124","Syringodium",1,29,26,NA,NA,NA
"200409240912-124","Syringodium",2,29,26,NA,NA,NA
"200409240912-124","Syringodium",3,29,26,NA,NA,NA
"200409240912-124","Syringodium",4,29,26,NA,NA,NA
"200409240912-124","Syringodium",5,29,26,NA,NA,NA
"200409240912-124","Syringodium",6,29,26,NA,NA,NA
"200409240912-124","Syringodium",7,29,26,NA,NA,NA
"200409240912-124","Syringodium",8,29,26,NA,NA,NA
"200409240912-124","Syringodium",9,29,26,NA,NA,NA
"200409240912-124","Halodule",1,21,24,NA,NA,NA
"200409240912-124","Halodule",2,21,24,NA,NA,NA
"200409240912-124","Halodule",3,21,24,NA,NA,NA
"200409240912-124","Halodule",4,21,24,NA,NA,NA
"200409240912-124","Halodule",5,21,24,NA,NA,NA
"200409240912-124","Halodule",6,21,24,NA,NA,NA
"200409240912-124","Halodule",7,21,24,NA,NA,NA
"200409240912-124","Halodule",8,21,24,NA,NA,NA
"200409240912-124","Halodule",9,21,24,NA,NA,NA
"200409240912-124","Macroalgae",1,NA,NA,NA,NA,NA
"200409240912-124","Macroalgae",2,NA,NA,NA,NA,NA
"200409240912-124","Macroalgae",3,NA,NA,NA,NA,NA
"200409240912-124","Macroalgae",4,NA,NA,NA,NA,NA
"200409240912-124","Macroalgae",5,NA,NA,NA,NA,NA
"200409240912-124","Macroalgae",6,NA,NA,NA,NA,NA
"200409240912-124","Macroalgae",7,NA,NA,NA,NA,NA
"200409240912-124","Macroalgae",8,NA,NA,NA,NA,NA
"200409240912-124","Macroalgae",9,NA,NA,NA,NA,NA
"200409241130-146","Thalassia",1,30,7,NA,NA,NA
"200409241130-146","Thalassia",2,30,7,NA,NA,NA
"200409241130-146","Thalassia",3,30,7,NA,NA,NA
"200409241130-146","Thalassia",4,30,7,NA,NA,NA
"200409241130-146","Thalassia",5,30,7,NA,NA,NA
"200409241130-146","Thalassia",6,30,7,NA,NA,NA
"200409241130-146","Thalassia",7,30,7,NA,NA,NA
"200409241130-146","Thalassia",8,30,7,NA,NA,NA
"200409241130-146","Thalassia",9,30,7,NA,NA,NA
"200409241130-146","Syringodium",1,41,62,NA,NA,NA
"200409241130-146","Syringodium",2,41,62,NA,NA,NA
"200409241130-146","Syringodium",3,41,62,NA,NA,NA
"200409241130-146","Syringodium",4,41,62,NA,NA,NA
"200409241130-146","Syringodium",5,41,62,NA,NA,NA
"200409241130-146","Syringodium",6,41,62,NA,NA,NA
"200409241130-146","Syringodium",7,41,62,NA,NA,NA
"200409241130-146","Syringodium",8,41,62,NA,NA,NA
"200409241130-146","Syringodium",9,41,62,NA,NA,NA
"200409241130-146","Halodule",1,28,36,NA,NA,NA
"200409241130-146","Halodule",2,28,36,NA,NA,NA
"200409241130-146","Halodule",3,28,36,NA,NA,NA
"200409241130-146","Halodule",4,28,36,NA,NA,NA
"200409241130-146","Halodule",5,28,36,NA,NA,NA
"200409241130-146","Halodule",6,28,36,NA,NA,NA
"200409241130-146","Halodule",7,28,36,NA,NA,NA
"200409241130-146","Halodule",8,28,36,NA,NA,NA
"200409241130-146","Halodule",9,28,36,NA,NA,NA
"200409241130-146","Macroalgae",1,NA,NA,NA,NA,NA
"200409241130-146","Macroalgae",2,NA,NA,NA,NA,NA
"200409241130-146","Macroalgae",3,NA,NA,NA,NA,NA
"200409241130-146","Macroalgae",4,NA,NA,NA,NA,NA
"200409241130-146","Macroalgae",5,NA,NA,NA,NA,NA
"200409241130-146","Macroalgae",6,NA,NA,NA,NA,NA
"200409241130-146","Macroalgae",7,NA,NA,NA,NA,NA
"200409241130-146","Macroalgae",8,NA,NA,NA,NA,NA
"200409241130-146","Macroalgae",9,NA,NA,NA,NA,NA
"200409241245-134","Thalassia",1,29,31,NA,NA,NA
"200409241245-134","Thalassia",2,29,31,NA,NA,NA
"200409241245-134","Thalassia",3,29,31,NA,NA,NA
"200409241245-134","Thalassia",4,29,31,NA,NA,NA
"200409241245-134","Thalassia",5,29,31,NA,NA,NA
"200409241245-134","Thalassia",6,29,31,NA,NA,NA
"200409241245-134","Thalassia",7,29,31,NA,NA,NA
"200409241245-134","Thalassia",8,29,31,NA,NA,NA
"200409241245-134","Thalassia",9,29,31,NA,NA,NA
"200409241245-134","Syringodium",1,35,17,NA,NA,NA
"200409241245-134","Syringodium",2,35,17,NA,NA,NA
"200409241245-134","Syringodium",3,35,17,NA,NA,NA
"200409241245-134","Syringodium",4,35,17,NA,NA,NA
"200409241245-134","Syringodium",5,35,17,NA,NA,NA
"200409241245-134","Syringodium",6,35,17,NA,NA,NA
"200409241245-134","Syringodium",7,35,17,NA,NA,NA
"200409241245-134","Syringodium",8,35,17,NA,NA,NA
"200409241245-134","Syringodium",9,35,17,NA,NA,NA
"200409241245-134","Halodule",1,27,29,NA,NA,NA
"200409241245-134","Halodule",2,27,29,NA,NA,NA
"200409241245-134","Halodule",3,27,29,NA,NA,NA
"200409241245-134","Halodule",4,27,29,NA,NA,NA
"200409241245-134","Halodule",5,27,29,NA,NA,NA
"200409241245-134","Halodule",6,27,29,NA,NA,NA
"200409241245-134","Halodule",7,27,29,NA,NA,NA
"200409241245-134","Halodule",8,27,29,NA,NA,NA
"200409241245-134","Halodule",9,27,29,NA,NA,NA
"200409241245-134","Macroalgae",1,NA,NA,NA,NA,NA
"200409241245-134","Macroalgae",2,NA,NA,NA,NA,NA
"200409241245-134","Macroalgae",3,NA,NA,NA,NA,NA
"200409241245-134","Macroalgae",4,NA,NA,NA,NA,NA
"200409241245-134","Macroalgae",5,NA,NA,NA,NA,NA
"200409241245-134","Macroalgae",6,NA,NA,NA,NA,NA
"200409241245-134","Macroalgae",7,NA,NA,NA,NA,NA
"200409241245-134","Macroalgae",8,NA,NA,NA,NA,NA
"200409241245-134","Macroalgae",9,NA,NA,NA,NA,NA
"200409241024-122","Thalassia",1,NA,0,NA,NA,NA
"200409241024-122","Thalassia",2,NA,0,NA,NA,NA
"200409241024-122","Thalassia",3,NA,0,NA,NA,NA
"200409241024-122","Thalassia",4,NA,0,NA,NA,NA
"200409241024-122","Thalassia",5,NA,0,NA,NA,NA
"200409241024-122","Thalassia",6,NA,0,NA,NA,NA
"200409241024-122","Thalassia",7,NA,0,NA,NA,NA
"200409241024-122","Thalassia",8,NA,0,NA,NA,NA
"200409241024-122","Thalassia",9,NA,0,NA,NA,NA
"200409241024-122","Syringodium",1,65,88,NA,NA,NA
"200409241024-122","Syringodium",2,65,88,NA,NA,NA
"200409241024-122","Syringodium",3,65,88,NA,NA,NA
"200409241024-122","Syringodium",4,65,88,NA,NA,NA
"200409241024-122","Syringodium",5,65,88,NA,NA,NA
"200409241024-122","Syringodium",6,65,88,NA,NA,NA
"200409241024-122","Syringodium",7,65,88,NA,NA,NA
"200409241024-122","Syringodium",8,65,88,NA,NA,NA
"200409241024-122","Syringodium",9,65,88,NA,NA,NA
"200409241024-122","Halodule",1,NA,0,NA,NA,NA
"200409241024-122","Halodule",2,NA,0,NA,NA,NA
"200409241024-122","Halodule",3,NA,0,NA,NA,NA
"200409241024-122","Halodule",4,NA,0,NA,NA,NA
"200409241024-122","Halodule",5,NA,0,NA,NA,NA
"200409241024-122","Halodule",6,NA,0,NA,NA,NA
"200409241024-122","Halodule",7,NA,0,NA,NA,NA
"200409241024-122","Halodule",8,NA,0,NA,NA,NA
"200409241024-122","Halodule",9,NA,0,NA,NA,NA
"200409241024-122","Macroalgae",1,NA,NA,NA,NA,NA
"200409241024-122","Macroalgae",2,NA,NA,NA,NA,NA
"200409241024-122","Macroalgae",3,NA,NA,NA,NA,NA
"200409241024-122","Macroalgae",4,NA,NA,NA,NA,NA
"200409241024-122","Macroalgae",5,NA,NA,NA,NA,NA
"200409241024-122","Macroalgae",6,NA,NA,NA,NA,NA
"200409241024-122","Macroalgae",7,NA,NA,NA,NA,NA
"200409241024-122","Macroalgae",8,NA,NA,NA,NA,NA
