"keyfield","com_nm","sci_nm","length","tot_count"
"200608171454-023","Atlantic Spadefish","Chaetodipterus faber",116,1
"200608171454-023","Bluestriped Grunt","Haemulon sciurus",75,2
"200608171454-023","Bluestriped Grunt","Haemulon sciurus",85,2
"200608171540-022","Atlantic Spadefish","Chaetodipterus faber",122,1
"200608180924-147","Spotted Seatrout","Cynoscion nebulosus",33,4
"200608180924-147","Spotted Seatrout","Cynoscion nebulosus",33,4
"200608180924-147","Spotted Seatrout","Cynoscion nebulosus",77,4
"200608180924-147","Spotted Seatrout","Cynoscion nebulosus",93,4
"200608180924-147","Lined Seahorse","Hippocampus erectus",115,1
"200608180924-147","Great Barracuda","Sphyraena barracuda",50,3
"200608180924-147","Great Barracuda","Sphyraena barracuda",65,3
"200608180924-147","Great Barracuda","Sphyraena barracuda",66,3
"200608181319-158","Spotted Seatrout","Cynoscion nebulosus",38,3
"200608181319-158","Spotted Seatrout","Cynoscion nebulosus",40,3
"200608181319-158","Spotted Seatrout","Cynoscion nebulosus",51,3
"200608181455-175","Spotted Seatrout","Cynoscion nebulosus",67,1
"200608181600-172","Atlantic Bay Scallop","Argopecten irradians",50,1
"200608190923-146","Spotted Seatrout","Cynoscion nebulosus",65,1
"200608191029-145","Spotted Seatrout","Cynoscion nebulosus",102,1
"200608191623-174","Gag Grouper","Mycteroperca microlepis",169,1
"200608220830-255","Spotted Seatrout","Cynoscion nebulosus",30,2
"200608220830-255","Spotted Seatrout","Cynoscion nebulosus",55,2
"200608220923-241","Great Barracuda","Sphyraena barracuda",90,1
"200608221104-226","Spotted Seatrout","Cynoscion nebulosus",71,1
"200608221349-254","Spotted Seatrout","Cynoscion nebulosus",89,1
"200608231104-312","Spotted Seatrout","Cynoscion nebulosus",38,3
"200608231104-312","Spotted Seatrout","Cynoscion nebulosus",59,3
"200608231104-312","Spotted Seatrout","Cynoscion nebulosus",91,3
"200608231158-290","Spotted Seatrout","Cynoscion nebulosus",48,2
"200608231158-290","Spotted Seatrout","Cynoscion nebulosus",72,2
"200608231301-291","Spotted Seatrout","Cynoscion nebulosus",33,5
"200608231301-291","Spotted Seatrout","Cynoscion nebulosus",34,5
"200608231301-291","Spotted Seatrout","Cynoscion nebulosus",34,5
"200608231301-291","Spotted Seatrout","Cynoscion nebulosus",36,5
"200608231301-291","Spotted Seatrout","Cynoscion nebulosus",50,5
"200608231352-292","Spotted Seatrout","Cynoscion nebulosus",30,7
"200608231352-292","Spotted Seatrout","Cynoscion nebulosus",30,7
"200608231352-292","Spotted Seatrout","Cynoscion nebulosus",38,7
"200608231352-292","Spotted Seatrout","Cynoscion nebulosus",60,7
"200608231352-292","Spotted Seatrout","Cynoscion nebulosus",65,7
"200608231352-292","Spotted Seatrout","Cynoscion nebulosus",65,7
"200608231352-292","Spotted Seatrout","Cynoscion nebulosus",69,7
"200608231352-292","Lined Seahorse","Hippocampus erectus",115,2
"200608231352-292","Lined Seahorse","Hippocampus erectus",125,2
"200608241257-280","Spotted Seatrout","Cynoscion nebulosus",31,1
"200608241411-267","Spotted Seatrout","Cynoscion nebulosus",35,2
"200608241411-267","Spotted Seatrout","Cynoscion nebulosus",36,2
"200608250812-283","Spotted Seatrout","Cynoscion nebulosus",31,4
"200608250812-283","Spotted Seatrout","Cynoscion nebulosus",34,4
"200608250812-283","Spotted Seatrout","Cynoscion nebulosus",82,4
"200608250812-283","Spotted Seatrout","Cynoscion nebulosus",82,4
"200608250858-269","Lined Seahorse","Hippocampus erectus",100,2
"200608250858-269","Lined Seahorse","Hippocampus erectus",110,2
"200608251015-270","Atlantic Bay Scallop","Argopecten irradians",50,1
"200608251015-270","Spotted Seatrout","Cynoscion nebulosus",52,1
"200609120851-251","Spotted Seatrout","Cynoscion nebulosus",43,2
"200609120851-251","Spotted Seatrout","Cynoscion nebulosus",55,2
"200609120958-237","Spotted Seatrout","Cynoscion nebulosus",56,1
"200609121149-172","Spotted Seatrout","Cynoscion nebulosus",33,1
"200609121239-173","Atlantic Bay Scallop","Argopecten irradians",48,1
"200609121239-173","Spotted Seatrout","Cynoscion nebulosus",32,3
"200609121239-173","Spotted Seatrout","Cynoscion nebulosus",34,3
"200609121239-173","Spotted Seatrout","Cynoscion nebulosus",37,3
"200609121342-168","Atlantic Bay Scallop","Argopecten irradians",48,2
"200609121342-168","Atlantic Bay Scallop","Argopecten irradians",58,2
"200609121342-168","Spotted Seatrout","Cynoscion nebulosus",33,4
"200609121342-168","Spotted Seatrout","Cynoscion nebulosus",37,4
"200609121342-168","Spotted Seatrout","Cynoscion nebulosus",42,4
"200609121342-168","Spotted Seatrout","Cynoscion nebulosus",57,4
"200609121453-146","Spotted Seatrout","Cynoscion nebulosus",31,1
"200609121453-146","Lined Seahorse","Hippocampus erectus",125,1
"200609121555-137","Spotted Seatrout","Cynoscion nebulosus",36,1
"200609130842-157","Spotted Seatrout","Cynoscion nebulosus",32,2
"200609130842-157","Spotted Seatrout","Cynoscion nebulosus",33,2
"200609131125-022","Gag Grouper","Mycteroperca microlepis",154,1
"200609131125-022","Great Barracuda","Sphyraena barracuda",45,1
"200609131328-040","Spotted Seatrout","Cynoscion nebulosus",31,2
"200609131328-040","Spotted Seatrout","Cynoscion nebulosus",35,2
"200609131328-040","Lined Seahorse","Hippocampus erectus",140,1
"200609131328-040","Great Barracuda","Sphyraena barracuda",62,1
"200609131435-112","Atlantic Bay Scallop","Argopecten irradians",50,1
"200609131435-112","Spotted Seatrout","Cynoscion nebulosus",34,1
"200609131536-124","Atlantic Bay Scallop","Argopecten irradians",59,1
"200609131536-124","Great Barracuda","Sphyraena barracuda",59,1
"200609140842-108","Spotted Seatrout","Cynoscion nebulosus",31,1
"200609140922-107","Spotted Seatrout","Cynoscion nebulosus",32,1
"200609140922-107","Great Barracuda","Sphyraena barracuda",38,1
"200609141018-106","Spotted Seatrout","Cynoscion nebulosus",43,3
"200609141018-106","Spotted Seatrout","Cynoscion nebulosus",44,3
"200609141018-106","Spotted Seatrout","Cynoscion nebulosus",51,3
"200609141018-106","Caribbean Spiny Lobster","Panulirus argus",165,1
"200609141018-106","Great Barracuda","Sphyraena barracuda",56,1
"200609141202-229","Atlantic Bay Scallop","Argopecten irradians",28,1
"200609141202-229","Great Barracuda","Sphyraena barracuda",55,1
"200609141511-241","Atlantic Bay Scallop","Argopecten irradians",41,2
"200609141511-241","Atlantic Bay Scallop","Argopecten irradians",41,2
"200609150842-068","Spotted Seatrout","Cynoscion nebulosus",30,8
"200609150842-068","Spotted Seatrout","Cynoscion nebulosus",31,8
"200609150842-068","Spotted Seatrout","Cynoscion nebulosus",31,8
"200609150842-068","Spotted Seatrout","Cynoscion nebulosus",40,8
"200609150842-068","Spotted Seatrout","Cynoscion nebulosus",46,8
"200609150842-068","Spotted Seatrout","Cynoscion nebulosus",46,8
"200609150842-068","Spotted Seatrout","Cynoscion nebulosus",52,8
"200609150842-068","Spotted Seatrout","Cynoscion nebulosus",134,8
"200609150921-070","Atlantic Bay Scallop","Argopecten irradians",58,1
"200609150921-070","Spotted Seatrout","Cynoscion nebulosus",30,2
"200609150921-070","Spotted Seatrout","Cynoscion nebulosus",36,2
"200609151020-071","Spotted Seatrout","Cynoscion nebulosus",45,2
"200609151020-071","Spotted Seatrout","Cynoscion nebulosus",77,2
"200609151130-054","Spotted Seatrout","Cynoscion nebulosus",30,4
"200609151130-054","Spotted Seatrout","Cynoscion nebulosus",36,4
"200609151130-054","Spotted Seatrout","Cynoscion nebulosus",38,4
"200609151130-054","Spotted Seatrout","Cynoscion nebulosus",135,4
"200609151230-117","Spotted Seatrout","Cynoscion nebulosus",173,1
"200609151230-117","Hogfish","Lachnolaimus maximus",93,1
"200609151325-130","Spotted Seatrout","Cynoscion nebulosus",155,2
"200609151325-130","Spotted Seatrout","Cynoscion nebulosus",160,2
"200609170823-136","Atlantic Bay Scallop","Argopecten irradians",50,2
"200609170823-136","Atlantic Bay Scallop","Argopecten irradians",52,2
"200609170823-136","Spotted Seatrout","Cynoscion nebulosus",43,1
"200609170907-147","Atlantic Bay Scallop","Argopecten irradians",58,1
"200609170907-147","Great Barracuda","Sphyraena barracuda",46,1
"200609171108-174","Spotted Seatrout","Cynoscion nebulosus",43,3
"200609171108-174","Spotted Seatrout","Cynoscion nebulosus",57,3
"200609171108-174","Spotted Seatrout","Cynoscion nebulosus",118,3
"200609171322-240","Atlantic Bay Scallop","Argopecten irradians",24,1
"200609171322-240","Spotted Seatrout","Cynoscion nebulosus",75,1
"200609181124-292","Spotted Seatrout","Cynoscion nebulosus",38,8
"200609181124-292","Spotted Seatrout","Cynoscion nebulosus",40,8
"200609181124-292","Spotted Seatrout","Cynoscion nebulosus",43,8
"200609181124-292","Spotted Seatrout","Cynoscion nebulosus",45,8
"200609181124-292","Spotted Seatrout","Cynoscion nebulosus",52,8
"200609181124-292","Spotted Seatrout","Cynoscion nebulosus",53,8
"200609181124-292","Spotted Seatrout","Cynoscion nebulosus",61,8
"200609181124-292","Spotted Seatrout","Cynoscion nebulosus",65,8
"200609181124-292","Lined Seahorse","Hippocampus erectus",110,1
"200609181243-268","Atlantic Spadefish","Chaetodipterus faber",51,1
"200609181243-268","Spotted Seatrout","Cynoscion nebulosus",30,3
"200609181243-268","Spotted Seatrout","Cynoscion nebulosus",56,3
"200609181243-268","Spotted Seatrout","Cynoscion nebulosus",59,3
"200609181243-268","Lined Seahorse","Hippocampus erectus",100,2
"200609181243-268","Lined Seahorse","Hippocampus erectus",135,2
"200609191021-324","Spotted Seatrout","Cynoscion nebulosus",135,1
"200609191143-326","Great Barracuda","Sphyraena barracuda",130,1
"200609191217-403","Great Barracuda","Sphyraena barracuda",145,1
"200609200951-302","Spotted Seatrout","Cynoscion nebulosus",50,1
"200609201054-609","Spotted Seatrout","Cynoscion nebulosus",205,1
"200609201136-283","Spotted Seatrout","Cynoscion nebulosus",49,2
"200609201136-283","Spotted Seatrout","Cynoscion nebulosus",50,2
"200609201207-294","Spotted Seatrout","Cynoscion nebulosus",56,1
"200609201327-256","Spotted Seatrout","Cynoscion nebulosus",64,2
"200609201327-256","Spotted Seatrout","Cynoscion nebulosus",65,2
"200609210949-280","Lined Seahorse","Hippocampus erectus",110,2
"200609210949-280","Lined Seahorse","Hippocampus erectus",135,2
"200609210949-280","Great Barracuda","Sphyraena barracuda",75,1
"200609211152-282","Spotted Seatrout","Cynoscion nebulosus",32,5
"200609211152-282","Spotted Seatrout","Cynoscion nebulosus",57,5
"200609211152-282","Spotted Seatrout","Cynoscion nebulosus",63,5
"200609211152-282","Spotted Seatrout","Cynoscion nebulosus",67,5
"200609211152-282","Spotted Seatrout","Cynoscion nebulosus",125,5
"200610100950-070","Spotted Seatrout","Cynoscion nebulosus",76,1
"200610101040-156","Blue Croaker","Corvula batabana",128,1
"200610101118-130","Blue Croaker","Corvula batabana",89,1
"200610101118-130","Hogfish","Lachnolaimus maximus",75,2
"200610101118-130","Hogfish","Lachnolaimus maximus",100,2
"200610101202-117","Spotted Seatrout","Cynoscion nebulosus",30,3
"200610101202-117","Spotted Seatrout","Cynoscion nebulosus",30,3
"200610101202-117","Spotted Seatrout","Cynoscion nebulosus",45,3
"200610101202-117","Lined Seahorse","Hippocampus erectus",135,1
"200610101252-106","Atlantic Bay Scallop","Argopecten irradians",52,1
"200610101357-101","Spotted Seatrout","Cynoscion nebulosus",128,1
"200610101357-101","Hogfish","Lachnolaimus maximus",95,1
"200610101444-020","Blue Croaker","Corvula batabana",109,1
"200610101444-020","Atlantic Spadefish","Chaetodipterus faber",75,3
"200610101444-020","Atlantic Spadefish","Chaetodipterus faber",77,3
"200610101444-020","Atlantic Spadefish","Chaetodipterus faber",82,3
"200610101444-020","Spotted Seatrout","Cynoscion nebulosus",51,1
"200610101444-020","Hogfish","Lachnolaimus maximus",82,1
"200610120936-119","Atlantic Bay Scallop","Argopecten irradians",53,1
"200610121041-024","Lined Seahorse","Hippocampus erectus",140,1
"200610121151-111","Spotted Seatrout","Cynoscion nebulosus",46,1
"200610121151-111","Lined Seahorse","Hippocampus erectus",130,1
"200610121241-112","Atlantic Bay Scallop","Argopecten irradians",51,1
"200610121353-122","Atlantic Bay Scallop","Argopecten irradians",37,4
"200610121353-122","Atlantic Bay Scallop","Argopecten irradians",46,4
"200610121353-122","Atlantic Bay Scallop","Argopecten irradians",49,4
"200610121353-122","Atlantic Bay Scallop","Argopecten irradians",51,4
"200610121353-122","Lined Seahorse","Hippocampus erectus",150,1
"200610121450-136","Spotted Seatrout","Cynoscion nebulosus",56,1
"200610130853-175","Spotted Seatrout","Cynoscion nebulosus",55,2
"200610130853-175","Spotted Seatrout","Cynoscion nebulosus",62,2
"200610130956-172","Spotted Seatrout","Cynoscion nebulosus",95,2
"200610130956-172","Spotted Seatrout","Cynoscion nebulosus",107,2
"200610131150-158","Spotted Seatrout","Cynoscion nebulosus",46,1
"200610131407-147","Spotted Seatrout","Cynoscion nebulosus",83,1
"200610140918-068","Spotted Seatrout","Cynoscion nebulosus",55,1
"200610141125-174","Spotted Seatrout","Cynoscion nebulosus",42,7
"200610141125-174","Spotted Seatrout","Cynoscion nebulosus",47,7
"200610141125-174","Spotted Seatrout","Cynoscion nebulosus",48,7
"200610141125-174","Spotted Seatrout","Cynoscion nebulosus",51,7
"200610141125-174","Spotted Seatrout","Cynoscion nebulosus",52,7
"200610141125-174","Spotted Seatrout","Cynoscion nebulosus",53,7
"200610141125-174","Spotted Seatrout","Cynoscion nebulosus",56,7
"200610141428-254","Lined Seahorse","Hippocampus erectus",110,1
"200610141516-266","Gag Grouper","Mycteroperca microlepis",245,1
"200610150838-325","Great Barracuda","Sphyraena barracuda",82,2
"200610150838-325","Great Barracuda","Sphyraena barracuda",94,2
"200610150919-324","Great Barracuda","Sphyraena barracuda",123,1
"200610160919-271","Spotted Seatrout","Cynoscion nebulosus",79,1
"200610160919-271","Great Barracuda","Sphyraena barracuda",133,1
"200610161304-242","Spotted Seatrout","Cynoscion nebulosus",79,1
"200610170915-278","Spotted Seatrout","Cynoscion nebulosus",46,1
"200610171012-265","Spotted Seatrout","Cynoscion nebulosus",83,1
"200610171058-279","Spotted Seatrout","Cynoscion nebulosus",45,6
"200610171058-279","Spotted Seatrout","Cynoscion nebulosus",47,6
"200610171058-279","Spotted Seatrout","Cynoscion nebulosus",51,6
"200610171058-279","Spotted Seatrout","Cynoscion nebulosus",52,6
"200610171058-279","Spotted Seatrout","Cynoscion nebulosus",92,6
"200610171058-279","Spotted Seatrout","Cynoscion nebulosus",145,6
"200610171152-280","Spotted Seatrout","Cynoscion nebulosus",75,3
"200610171152-280","Spotted Seatrout","Cynoscion nebulosus",82,3
"200610171152-280","Spotted Seatrout","Cynoscion nebulosus",124,3
"200610171335-269","Atlantic Spadefish","Chaetodipterus faber",72,4
"200610171335-269","Atlantic Spadefish","Chaetodipterus faber",104,4
"200610171335-269","Atlantic Spadefish","Chaetodipterus faber",105,4
"200610171335-269","Atlantic Spadefish","Chaetodipterus faber",108,4
"200610171335-269","Spotted Seatrout","Cynoscion nebulosus",31,2
"200610171335-269","Spotted Seatrout","Cynoscion nebulosus",31,2
"200610171446-283","Spotted Seatrout","Cynoscion nebulosus",72,3
"200610171446-283","Spotted Seatrout","Cynoscion nebulosus",78,3
"200610171446-283","Spotted Seatrout","Cynoscion nebulosus",84,3
"200610180926-312","Spotted Seatrout","Cynoscion nebulosus",130,1
"200610180926-312","Black Drum","Pogonias cromis",212,1
"200610181042-268","Atlantic Bay Scallop","Argopecten irradians",45,1
"200610181042-268","Spotted Seatrout","Cynoscion nebulosus",79,2
"200610181042-268","Spotted Seatrout","Cynoscion nebulosus",87,2
"200610181042-268","Caribbean Spiny Lobster","Panulirus argus",145,1
"200610181115-282","Spotted Seatrout","Cynoscion nebulosus",87,1
"200611090904-130","Blue Croaker","Corvula batabana",125,1
"200611090904-130","Gag Grouper","Mycteroperca microlepis",200,1
"200611091034-107","Blue Croaker","Corvula batabana",85,1
"200611091034-107","Lined Seahorse","Hippocampus erectus",126,3
"200611091034-107","Lined Seahorse","Hippocampus erectus",126,3
"200611091034-107","Lined Seahorse","Hippocampus erectus",170,3
"200611091136-106","Blue Croaker","Corvula batabana",95,1
"200611091218-020","Blue Croaker","Corvula batabana",115,1
"200611091218-020","Atlantic Spadefish","Chaetodipterus faber",63,1
"200611091308-021","Blue Croaker","Corvula batabana",94,1
"200611091439-112","Hogfish","Lachnolaimus maximus",135,1
"200611091520-124","Atlantic Bay Scallop","Argopecten irradians",43,1
"200611091520-124","Lined Seahorse","Hippocampus erectus",145,1
"200611091520-124","Great Barracuda","Sphyraena barracuda",65,1
"200611100815-251","Lined Seahorse","Hippocampus erectus",140,1
"200611100908-237","Spotted Seatrout","Cynoscion nebulosus",120,1
"200611101050-071","Spotted Seatrout","Cynoscion nebulosus",165,1
"200611101325-136","Great Barracuda","Sphyraena barracuda",121,1
"200611101449-123","Atlantic Bay Scallop","Argopecten irradians",56,1
"200611110904-159","Great Barracuda","Sphyraena barracuda",65,2
"200611110904-159","Great Barracuda","Sphyraena barracuda",110,2
"200611110951-143","Spotted Seatrout","Cynoscion nebulosus",92,1
"200611111052-158","Lined Seahorse","Hippocampus erectus",140,1
"200611111333-173","Lined Seahorse","Hippocampus erectus",135,1
"200611111333-173","Lane Snapper","Lutjanus synagris",135,1
"200611111333-173","Gag Grouper","Mycteroperca microlepis",260,1
"200611130850-067","Spotted Seatrout","Cynoscion nebulosus",83,3
