"keyfield","com_nm","sci_nm","occurrence","abundance","density","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes","mean_height_Halodule","mean_height_Macroalgae","mean_height_Syringodium","mean_height_Thalassia","mean_height_Algae","mean_pc_Halodule","mean_pc_Macroalgae","mean_pc_Syringodium","mean_pc_Thalassia","mean_pc_Algae"
"200410261054-225","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,10,26,"10:54",225,"W",25.077,-80.842,"10/26/2004","Rankin",NA,NA,NA,140.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,26.5,NA,NA,NA,NA,NA,NA,10,NA,NA,19,NA,1,NA,0,50,NA
"200410261215-241","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,10,26,"12:15",241,"N",25.075,-80.816,"10/26/2004","Rankin",NA,NA,NA,266.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200410261315-242","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,10,26,"13:15",242,"E",25.062,-80.804,"10/26/2004","Rankin",NA,NA,NA,254.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200410261357-243","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,10,26,"13:57",243,"N",25.049,-80.792,"10/26/2004","Rankin",NA,NA,NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,0,NA,0,44,NA
"200410261454-267","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,10,26,"14:54",267,"E",25.109,-80.799,"10/26/2004","Rankin",NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200410261530-279","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00293944738389183,2004,10,26,"15:30",279,"S",25.133,-80.797,"10/26/2004","Rankin",NA,NA,NA,340.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,27.5,NA,NA,NA,NA,NA,NA,13,NA,NA,15,NA,1,NA,0,19,NA
"200411110855-130","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,11,"8:55",130,"W",25.1,-80.983,"11/11/2004","West",NA,NA,NA,474.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200411110930-054","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,11,"9:30",54,"S",25.091,-81.023,"11/11/2004","West",NA,NA,NA,396.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,22.5,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,0,NA,38,0,NA
"200411111019-106","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,11,"10:19",106,"S",25.078,-81.011,"11/11/2004","West",NA,NA,NA,344.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,22.5,NA,NA,NA,NA,NA,NA,NA,NA,31,36,NA,0,NA,30,6,NA
"200411111130-107","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,11,"11:30",107,"E",25.065,-80.999,"11/11/2004","West",NA,NA,NA,198.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,23,NA,NA,NA,NA,NA,NA,NA,NA,32,42,NA,0,NA,88,12,NA
"200411111218-118","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,11,"12:18",118,"S",25.076,-80.985,"11/11/2004","West",NA,NA,NA,208.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,23.4,NA,NA,NA,NA,NA,NA,10,NA,30,NA,NA,0,NA,54,0,NA
"200411111330-119","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,11,"13:30",119,"W",25.063,-80.973,"11/11/2004","West",NA,NA,NA,188.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,24,NA,NA,NA,NA,NA,NA,NA,NA,36,34,NA,0,NA,88,12,NA
"200411111442-143","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,11,"14:42",143,"E",25.099,-80.958,"11/11/2004","West",NA,NA,NA,182.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,24.5,NA,NA,NA,NA,NA,NA,NA,NA,28,40,NA,0,NA,15,26,NA
"200411111553-175","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,11,"15:53",175,"S",25.115,-80.877,"11/11/2004","West",NA,NA,NA,264.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,24.5,NA,NA,NA,NA,NA,NA,24,NA,33,35,NA,73,NA,13,0,NA
"200411120826-020","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,12,"8:26",20,"W",25.082,-81.063,"11/12/2004","West",NA,NA,NA,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,23,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,1,NA,0,0,NA
"200411120905-021","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,12,"9:05",21,"S",25.069,-81.051,"11/12/2004","West",NA,NA,NA,390.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200411120942-024","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,12,"9:42",24,"W",25.031,-81.015,"11/12/2004","West",NA,NA,NA,413.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,23.5,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,NA,0,0,NA
"200411121103-071","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,12,"11:03",71,"W",25.119,-80.929,"11/12/2004","West",NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200411121141-073","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,12,"11:41",73,"S",25.13,-80.915,"11/12/2004","West",NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200411121557-158","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,12,"15:57",158,"N",25.083,-80.919,"11/12/2004","West",NA,NA,NA,287.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,24,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,0,NA,88,0,NA
"200411121403-168","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,12,"14:03",168,"S",25.094,-80.905,"11/12/2004","West",NA,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,25,NA,NA,NA,NA,NA,NA,23,NA,37,NA,NA,17,NA,86,0,NA
"200411121510-169","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,12,"15:10",169,"N",25.081,-80.893,"11/12/2004","West",NA,NA,NA,285.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,25,NA,NA,NA,NA,NA,NA,17,NA,31,21,NA,2,NA,5,12,NA
"200411121301-172","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,12,"13:01",172,"E",25.104,-80.891,"11/12/2004","West",NA,NA,NA,283.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,25.5,NA,NA,NA,NA,NA,NA,7,NA,30,NA,NA,0,NA,11,0,NA
"200411130948-134","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,13,"9:48",134,"E",25.048,-80.935,"11/13/2004","West",NA,NA,NA,333.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,24,NA,NA,NA,NA,NA,NA,13,NA,17,33,NA,0,NA,13,24,NA
"200411130828-159","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,13,"8:28",159,"W",25.07,-80.907,"11/13/2004","West",NA,NA,NA,367.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,24,NA,NA,NA,NA,NA,NA,30,NA,30,26,NA,69,NA,12,56,NA
"200411131314-123","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,13,"13:14",123,"S",25.012,-80.926,"11/13/2004","West",NA,NA,NA,369.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,24.5,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,0,NA,69,0,NA
"200411131050-137","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,13,"10:50",137,"W",25.01,-80.9,"11/13/2004","West",NA,NA,NA,403.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,24.5,NA,NA,NA,NA,NA,NA,16,NA,35,46,NA,0,NA,50,14,NA
"200411131615-068","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00281769512538743,2004,11,13,"16:15",68,"N",25.121,-80.955,"11/13/2004","West",NA,NA,NA,354.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,25,NA,NA,NA,NA,NA,NA,NA,NA,45,29,NA,0,NA,82,0,NA
"200411131400-122","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,13,"14:00",122,"S",25.025,-80.938,"11/13/2004","West",NA,NA,NA,382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,25,NA,NA,NA,NA,NA,NA,27,NA,53,38,NA,2,NA,88,2,NA
"200411131149-124","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,13,"11:49",124,"N",24.999,-80.914,"11/13/2004","West",NA,NA,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,25,NA,NA,NA,NA,NA,NA,20,NA,32,42,NA,2,NA,26,40,NA
"200411131451-136","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,13,"14:51",136,"W",25.023,-80.912,"11/13/2004","West",NA,NA,NA,487.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,25,NA,NA,NA,NA,NA,NA,24,NA,33,35,NA,1,NA,32,47,NA
"200411141038-265","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,14,"10:38",265,"E",25.135,-80.823,"11/14/2004","Rankin",NA,NA,NA,354.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,24.5,NA,NA,NA,NA,NA,NA,12,NA,19,20,NA,0,NA,1,22,NA
"20041114NA-278","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00292141396435875,2004,11,14,NA,278,"E",25.145,-80.809,"11/14/2004","Rankin",NA,NA,NA,342.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,24.5,NA,NA,NA,NA,NA,NA,14,NA,NA,16,NA,0,NA,0,15,NA
"200411141121-279","Spotted Seatrout","Cynoscion nebulosus",1,3,0.00821018062397373,2004,11,14,"11:21",279,"W",25.133,-80.797,"11/14/2004","Rankin",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,24.5,NA,NA,NA,NA,NA,NA,17,NA,14,NA,NA,0,NA,0,0,NA
"200411141326-266","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,14,"13:26",266,"W",25.122,-80.811,"11/14/2004","Rankin",NA,NA,NA,396.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,25.5,NA,NA,NA,NA,NA,NA,12,NA,NA,13,NA,0,NA,0,25,NA
"200411141228-280","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,14,"12:28",280,"E",25.12,-80.785,"11/14/2004","Rankin",NA,NA,NA,325.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,25.5,NA,NA,NA,NA,NA,NA,11,NA,NA,23,NA,1,NA,0,65,NA
"200411160940-621","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,16,"9:40",621,"S",25.167,-80.664,"11/16/2004","Crocodile",NA,NA,NA,409.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0,NA,0,14,NA
"200411161115-402","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,16,"11:15",402,"E",25.122,-80.668,"11/16/2004","Crocodile",NA,NA,NA,392.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,NA,0,13,NA
"200411161153-407","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,16,"11:53",407,"S",25.133,-80.654,"11/16/2004","Crocodile",NA,NA,NA,424.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,0,NA,0,15,NA
"200411161038-618","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,16,"10:38",618,"W",25.159,-80.677,"11/16/2004","Crocodile",NA,NA,NA,430.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,22,NA,NA,NA,NA,NA,NA,6,NA,NA,12,NA,0,NA,0,18,NA
"200411161301-403","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,16,"13:01",403,"N",25.11,-80.656,"11/16/2004","Crocodile",NA,NA,NA,386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,0,NA,0,19,NA
"200411161339-404","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,16,"13:39",404,"W",25.099,-80.642,"11/16/2004","Crocodile",NA,NA,NA,367.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,0,NA,0,11,NA
"200411170924-251","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,17,"9:24",251,"S",25.13252,-80.85127,"11/17/2004","Rankin",NA,NA,NA,202.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,20.5,NA,NA,NA,NA,NA,NA,21,NA,44,36,NA,6,NA,1,22,NA
"200411171047-267","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,17,"10:47",267,"W",25.109,-80.799,"11/17/2004","Rankin",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,20.5,NA,NA,NA,NA,NA,NA,10,NA,NA,15,NA,1,NA,0,27,NA
"200411171400-226","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,17,"14:00",226,"N",25.064,-80.83,"11/17/2004","Rankin",NA,NA,NA,266.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,21.5,NA,NA,NA,NA,NA,NA,17,NA,NA,21,NA,3,NA,0,50,NA
"200411171455-242","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,17,"14:55",242,"W",25.062,-80.804,"11/17/2004","Rankin",NA,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,21.5,NA,NA,NA,NA,NA,NA,16,NA,NA,14,NA,0,NA,0,43,NA
"200411171132-254","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,17,"11:32",254,"S",25.098,-80.814,"11/17/2004","Rankin",NA,NA,NA,181.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,21.5,NA,NA,NA,NA,NA,NA,12,NA,NA,20,NA,0,NA,0,38,NA
"200411171318-241","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,17,"13:18",241,"N",25.075,-80.816,"11/17/2004","Rankin",NA,NA,NA,247.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,22,NA,NA,NA,NA,NA,NA,14,NA,NA,15,NA,0,NA,0,45,NA
"200411171237-240","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,17,"12:37",240,"E",25.088,-80.828,"11/17/2004","Rankin",NA,NA,NA,169.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,22.5,NA,NA,NA,NA,NA,NA,15,NA,NA,22,NA,0,NA,0,48,NA
"200411181016-225","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,18,"10:16",225,"N",25.077,-80.842,"11/18/2004","Rankin",NA,NA,NA,283.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,21,NA,NA,NA,NA,NA,NA,7,NA,NA,21,NA,0,NA,0,88,NA
"200411180932-255","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,18,"9:32",255,"S",25.085,-80.802,"11/18/2004","Rankin",NA,NA,NA,243.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,0,NA,0,47,NA
"200411181152-244","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,18,"11:52",244,"S",25.036,-80.78,"11/18/2004","Rankin",NA,NA,NA,367.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,21.5,NA,NA,NA,NA,NA,NA,6,NA,NA,11,NA,0,NA,0,18,NA
"200411181100-243","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,18,"11:00",243,"N",25.049,-80.792,"11/18/2004","Rankin",NA,NA,NA,396.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,NA,0,28,NA
"200411181301-258","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,18,"13:01",258,"E",25.047,-80.766,"11/18/2004","Whipray",NA,NA,NA,390.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0,NA,0,13,NA
"200411181428-284","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,18,"14:28",284,"W",25.069,-80.738,"11/18/2004","Whipray",NA,NA,NA,289.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,0,NA,0,88,NA
"200411190952-269","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,19,"9:52",269,"W",25.083,-80.776,"11/19/2004","Whipray",NA,NA,NA,438.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,21.5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,0,NA,0,0,NA
"200411190917-256","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,19,"9:17",256,"E",25.074,-80.787,"11/19/2004","Whipray",NA,NA,NA,380.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,22,NA,NA,NA,NA,NA,NA,8,NA,NA,16,NA,2,NA,0,47,NA
"200411191024-268","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,19,"10:24",268,"E",25.09653,-80.78766,"11/19/2004","Whipray",NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,22,NA,NA,NA,NA,NA,NA,8,NA,NA,13,NA,1,NA,0,32,NA
"200411190826-283","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,19,"8:26",283,"W",25.081,-80.75,"11/19/2004","Whipray",NA,NA,NA,430.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,22,NA,NA,NA,NA,NA,NA,9,NA,NA,22,NA,1,NA,0,41,NA
"200411191101-281","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,19,"11:01",281,"S",25.107,-80.774,"11/19/2004","Whipray",NA,NA,NA,401.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,22.5,NA,NA,NA,NA,NA,NA,13,NA,NA,14,NA,2,NA,0,39,NA
"200411191205-282","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,19,"12:05",282,"W",25.094,-80.762,"11/19/2004","Whipray",NA,NA,NA,386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,22.5,NA,NA,NA,NA,NA,NA,17,NA,13,16,NA,12,NA,0,15,NA
"200411201049-291","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,20,"10:49",291,"E",25.118,-80.76,"11/20/2004","Whipray",NA,NA,NA,176.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,23,NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,5,NA,0,22,NA
"200411201007-292","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,20,"10:07",292,"W",25.105,-80.748,"11/20/2004","Whipray",NA,NA,NA,388.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,23,NA,NA,NA,NA,NA,NA,10,NA,NA,14,NA,1,NA,0,36,NA
"200411201230-302","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,20,"12:30",302,"W",25.116,-80.734,"11/20/2004","Whipray",NA,NA,NA,413.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,23.5,NA,NA,NA,NA,NA,NA,12,NA,NA,13,NA,1,NA,0,15,NA
"200411201315-303","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,20,"13:15",303,"E",25.103,-80.722,"11/20/2004","Crocodile",NA,NA,NA,386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200411210950-315","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,21,"9:50",315,"E",25.101,-80.696,"11/21/2004","Crocodile",NA,NA,NA,392.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,23,NA,NA,NA,NA,NA,NA,8,NA,NA,12,NA,0,NA,0,18,NA
"200411211209-314","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,21,"12:09",314,"N",25.114,-80.708,"11/21/2004","Crocodile",NA,NA,NA,415.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200411210916-325","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2004,11,21,"9:16",325,"W",25.112,-80.682,"11/21/2004","Crocodile",NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,NA,0,54,NA
"200506140950-618","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,14,"9:50",618,"W",25.159,-80.677,"6/14/2005","Crocodile",NA,NA,NA,346.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,28,NA,NA,NA,NA,NA,NA,5,NA,NA,11,NA,0,NA,0,14,NA
"200506141045-619","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,14,"10:45",619,"W",25.149,-80.668,"6/14/2005","Crocodile",NA,NA,NA,329.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,0,NA,0,21,NA
"200506141140-616","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,14,"11:40",616,"N",25.148,-80.691,"6/14/2005","Crocodile",NA,NA,NA,327.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0,NA,0,25,NA
"200506141335-326","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,14,"13:35",326,"N",25.099,-80.67,"6/14/2005","Crocodile",NA,NA,NA,411.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,30,NA,NA,NA,NA,NA,NA,7,NA,NA,15,NA,1,NA,0,40,NA
"200506141210-401","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,14,"12:10",401,"N",25.135,-80.68,"6/14/2005","Crocodile",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,30,NA,NA,NA,NA,NA,NA,5,NA,NA,10,NA,0,NA,0,13,NA
"200506141305-407","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,14,"13:05",407,"S",25.133,-80.654,"6/14/2005","Crocodile",NA,NA,NA,384.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,0,NA,0,25,NA
"200506141445-324","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,14,"14:45",324,"E",25.124,-80.694,"6/14/2005","Crocodile",NA,NA,NA,350.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,0,NA,0,88,NA
"200506151216-122","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,15,"12:16",122,"S",25.025,-80.938,"6/15/2005","West",NA,NA,NA,388.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,29,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,0,NA,88,0,NA
"200506151100-135","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,15,"11:00",135,"N",25.036,-80.924,"6/15/2005","West",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,29,NA,NA,NA,NA,NA,NA,10,NA,26,35,NA,0,NA,30,2,NA
"200506150946-147","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00266028198989093,2005,6,15,"9:46",147,"E",25.046,-80.91,"6/15/2005","West",NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,29,NA,NA,NA,NA,NA,NA,15,NA,NA,31,NA,88,NA,0,58,NA
"200506151312-111","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,15,"13:12",111,"S",25.014,-80.952,"6/15/2005","West",NA,NA,NA,233.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,29.5,NA,NA,NA,NA,NA,NA,17,NA,49,49,NA,4,NA,26,0,NA
"200506151420-123","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,15,"14:20",123,"E",25.012,-80.926,"6/15/2005","West",NA,NA,NA,426.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,30.5,NA,NA,NA,NA,NA,NA,28,NA,47,32,NA,2,NA,88,2,NA
"200506151605-137","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,15,"16:05",137,"S",25.01,-80.9,"6/15/2005","West",NA,NA,NA,346.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,30.5,NA,NA,NA,NA,NA,NA,21,NA,33,33,NA,1,NA,38,88,NA
"200506151506-124","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,15,"15:06",124,"N",24.999,-80.914,"6/15/2005","West",NA,NA,NA,361.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,31,NA,NA,NA,NA,NA,NA,21,NA,33,38,NA,7,NA,62,0,NA
"200506161212-143","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2005,6,16,"12:12",143,"N",25.099,-80.958,"6/16/2005","West",NA,NA,NA,270.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,30,NA,NA,NA,NA,NA,NA,18,NA,31,35,NA,88,NA,5,0,NA
