"keyfield","com_nm","sci_nm","count","bulk_wt"
"200911160815-292","Spotted Seatrout","Cynoscion nebulosus",1,0.5
"200911160836-291","Spotted Seatrout","Cynoscion nebulosus",1,4.23
"200911161017-266","Mojarra Spp","Eucinostomus spp",3,2.8
"200911161017-266","Pinfish","Lagodon rhomboides",4,38.85
"200911161017-266","Rainwater Killifish","Lucania parva",16,2.41
"201005290915-122","Inshore Lizardfish","Synodus foetens",1,2.85
"201005290915-122","Mojarra Spp","Eucinostomus spp",3,0.04
"201005290915-122","Pinfish","Lagodon rhomboides",63,28.65
"201005290915-122","Rainwater Killifish","Lucania parva",22,4.12
"201005290915-122","Scrawled Filefish","Aluterus scriptus",1,0.97
"201005290915-122","Silver Perch","Bairdiella chrysoura",2,0.42
"201005290915-122","Spotted Seatrout","Cynoscion nebulosus",1,0
"201005291005-024","Spotted Seatrout","Cynoscion nebulosus",1,0
"201005291030-022","Bluestriped Grunt","Haemulon sciurus",1,0.08
"201005291030-022","Dwarf Seahorse","Hippocampus zosterae",3,0.27
"201005291030-022","Feather Blenny","Hypsoblennius hentz",1,2.78
"201005291030-022","Fringed Filefish","Monacanthus ciliatus",1,9.95
"201005291030-022","Gray Snapper","Lutjanus griseus",2,16.11
"201005291030-022","Grunt Spp","Haemulon spp",3,0.09
"201005291030-022","Gulf Pipefish","Syngnathus scovelli",1,0.07
"201005291030-022","Mojarra Spp","Eucinostomus spp",385,25.16
"201005291030-022","Pigfish","Orthopristis chrysoptera",30,58.86
"201005291030-022","Pinfish","Lagodon rhomboides",572,669.35
"201005291030-022","Silver Perch","Bairdiella chrysoura",54,13.03
"201005291030-022","Spotted Seatrout","Cynoscion nebulosus",3,0
"201005291030-022","Striped Burrfish","Chilomycterus schoepfi",1,5.17
"201005291115-054","Spotted Seatrout","Cynoscion nebulosus",1,0
"201005291330-134","Great Barracuda","Sphyraena barracuda",1,2.41
"201005291330-134","Gulf Pipefish","Syngnathus scovelli",1,0.05
"201005291330-134","Pinfish","Lagodon rhomboides",17,11.53
"201005291420-144","Spotted Seatrout","Cynoscion nebulosus",1,0
"201005291515-068","Bay Anchovy","Anchoa mitchilli",6,0.41
"201005291515-068","Bluestriped Grunt","Haemulon sciurus",1,7.42
"201005291515-068","Dwarf Seahorse","Hippocampus zosterae",4,0.29
"201005291515-068","Gray Snapper","Lutjanus griseus",1,8.59
"201005291515-068","Grunt Spp","Haemulon spp",1,0.59
"201005291515-068","Gulf Pipefish","Syngnathus scovelli",9,2.93
"201005291515-068","Least Puffer","Sphoeroides parvus",1,1.85
"201005291515-068","Mojarra Spp","Eucinostomus spp",86,4.28
"201005291515-068","Pigfish","Orthopristis chrysoptera",38,70.21
"201005291515-068","Pinfish","Lagodon rhomboides",1136,1575.88
"201005291515-068","Sargassum Pipefish","Syngnathus pelagicus",5,0.73
"201005291515-068","Sheepshead","Archosargus probatocephalus",1,0.2
"201005291515-068","Silver Perch","Bairdiella chrysoura",20,12.6
"201005291515-068","Spotted Seatrout","Cynoscion nebulosus",4,0
"201005291515-068","Striped Burrfish","Chilomycterus schoepfi",1,12.31
"201005300957-168","Dwarf Seahorse","Hippocampus zosterae",2,0.22
"201005300957-168","Gulf Pipefish","Syngnathus scovelli",4,0.73
"201005300957-168","Honeycomb Cowfish","Acanthostracion polygonius",1,7.9
"201005300957-168","Mojarra Spp","Eucinostomus spp",7,0.3
"201005300957-168","Pinfish","Lagodon rhomboides",136,122.42
"201005300957-168","Rainwater Killifish","Lucania parva",84,12.77
"201005300957-168","Sargassum Pipefish","Syngnathus pelagicus",2,0.16
"201005300957-168","Striped Burrfish","Chilomycterus schoepfi",1,2.38
"201005300957-168","White Grunt","Haemulon plumierii",1,4.95
"201005301137-266","Gulf Toadfish","Opsanus beta",1,3.61
"201005301137-266","Rainwater Killifish","Lucania parva",5,0.92
"201005301433-241","Gulf Toadfish","Opsanus beta",1,0.2
"201005301433-241","Pinfish","Lagodon rhomboides",1,1.47
"201005301433-241","Rainwater Killifish","Lucania parva",4,0.55
"201005311100-270","Pinfish","Lagodon rhomboides",2,7.73
"201005311100-270","Rainwater Killifish","Lucania parva",1,0.3
"201005311335-301","Goldspotted Killifish","Floridichthys carpio",2,1.47
"201005311335-301","Gulf Toadfish","Opsanus beta",1,3.01
"201005311335-301","Pinfish","Lagodon rhomboides",1,6.05
"201005311335-301","Rainwater Killifish","Lucania parva",1,0.11
"201005311335-301","Sargassum Pipefish","Syngnathus pelagicus",1,0.16
"201005311450-314","Dwarf Seahorse","Hippocampus zosterae",1,0.05
"201005311450-314","Gulf Toadfish","Opsanus beta",1,0.19
"201005311450-314","Highfin Blenny","Lupinoblennius nicholsi",1,0.16
"201006011305-618","Bay Anchovy","Anchoa mitchilli",23,1.99
"201006011305-618","Goldspotted Killifish","Floridichthys carpio",2,1.45
"201006011305-618","Rainwater Killifish","Lucania parva",3,0.26
"201006011320-621","Spotted Seatrout","Cynoscion nebulosus",1,0
"201006011420-402","Gulf Toadfish","Opsanus beta",1,1.58
"201006011420-402","Rainwater Killifish","Lucania parva",1,0.07
"201007031003-134","Gulf Pipefish","Syngnathus scovelli",3,0.92
"201007031003-134","Least Puffer","Sphoeroides parvus",1,0.25
"201007031003-134","Mojarra Spp","Eucinostomus spp",6,2.04
"201007031003-134","Pinfish","Lagodon rhomboides",68,112.27
"201007031003-134","Rainwater Killifish","Lucania parva",19,1.68
"201007031027-111","Gulf Pipefish","Syngnathus scovelli",6,0.76
"201007031027-111","Mojarra Spp","Eucinostomus spp",79,4.67
"201007031027-111","Pinfish","Lagodon rhomboides",123,131.34
"201007031027-111","Planehead Filefish","Stephanolepis hispidus",2,1.2
"201007031027-111","Rainwater Killifish","Lucania parva",14,1.02
"201007031027-111","Sargassum Pipefish","Syngnathus pelagicus",3,0.89
"201007031027-111","Silver Perch","Bairdiella chrysoura",5,8.92
"201007031120-021","Bluestriped Grunt","Haemulon sciurus",3,1.06
"201007031120-021","Dwarf Seahorse","Hippocampus zosterae",1,0.06
"201007031120-021","Fringed Filefish","Monacanthus ciliatus",1,9.43
"201007031120-021","Grunt Spp","Haemulon spp",6,1.35
"201007031120-021","Gulf Pipefish","Syngnathus scovelli",5,1.52
"201007031120-021","Lane Snapper","Lutjanus synagris",8,9.34
"201007031120-021","Mojarra Spp","Eucinostomus spp",94,26.5
"201007031120-021","Pigfish","Orthopristis chrysoptera",14,41.43
"201007031120-021","Pinfish","Lagodon rhomboides",603,1058.59
"201007031120-021","Pygmy Filefish","Stephanolepis setifer",1,0.51
"201007031120-021","Sargassum Pipefish","Syngnathus pelagicus",3,1.42
"201007031120-021","Silver Perch","Bairdiella chrysoura",22,42.97
"201007031120-021","Slender Filefish","Monacanthus tuckeri",19,12.48
"201007031120-021","Web Burrfish","Chilomycterus antillarum",1,0.78
"201007031205-107","Spotted Seatrout","Cynoscion nebulosus",1,1.16
"201007031520-169","Mojarra Spp","Eucinostomus spp",3,0.15
"201007031520-169","Pinfish","Lagodon rhomboides",14,22.22
"201007031520-169","Rainwater Killifish","Lucania parva",1,0.06
"201007031520-169","Silver Perch","Bairdiella chrysoura",2,5.3
"201007031542-168","Spotted Seatrout","Cynoscion nebulosus",1,4.5
"201007040850-070","Chain Pipefish","Syngnathus louisianae",1,0.31
"201007040850-070","Great Barracuda","Sphyraena barracuda",1,2.69
"201007040850-070","Gulf Pipefish","Syngnathus scovelli",23,4.51
"201007040850-070","Mojarra Spp","Eucinostomus spp",179,37.07
"201007040850-070","Pigfish","Orthopristis chrysoptera",1,1.34
"201007040850-070","Pinfish","Lagodon rhomboides",175,341.91
"201007040850-070","Rainwater Killifish","Lucania parva",2,0.28
"201007040850-070","Sargassum Pipefish","Syngnathus pelagicus",1,0.44
"201007040850-070","Silver Perch","Bairdiella chrysoura",2,5.38
"201007040850-070","Web Burrfish","Chilomycterus antillarum",1,23
"201007040925-144","Spotted Seatrout","Cynoscion nebulosus",1,0.93
"201007041108-266","Gulf Pipefish","Syngnathus scovelli",2,1.24
"201007041108-266","Pigfish","Orthopristis chrysoptera",1,5.89
"201007041108-266","Pinfish","Lagodon rhomboides",10,21.33
"201007041108-266","Rainwater Killifish","Lucania parva",8,1.4
"201007041108-266","Silver Perch","Bairdiella chrysoura",2,9.91
"201007041400-241","Mojarra Spp","Eucinostomus spp",2,0.44
"201007041400-241","Pinfish","Lagodon rhomboides",4,8.38
"201007041400-241","Rainwater Killifish","Lucania parva",2,0.34
"201007041400-241","Sargassum Pipefish","Syngnathus pelagicus",1,0.85
"201007051055-270","Dwarf Seahorse","Hippocampus zosterae",1,0.07
"201007051055-270","Mojarra Spp","Eucinostomus spp",2,0.24
"201007051200-301","Mojarra Spp","Eucinostomus spp",10,4.29
"201007051200-301","Pinfish","Lagodon rhomboides",4,33.23
"201007051200-301","Rainwater Killifish","Lucania parva",2,0.5
"201007060840-314","Mojarra Spp","Eucinostomus spp",5,0.67
"201007061140-402","Mojarra Spp","Eucinostomus spp",22,17.08
"201007061140-402","Pinfish","Lagodon rhomboides",1,7.01
"201007061140-402","Rainwater Killifish","Lucania parva",1,0.44
"201007061223-618","Mojarra Spp","Eucinostomus spp",35,42.53
"201007310930-136","Mojarra Spp","Eucinostomus spp",9,1.3
"201007311055-101","Fringed Filefish","Monacanthus ciliatus",7,7.59
"201007311055-101","Fringed Pipefish","Anarchopterus criniger",3,0.18
"201007311055-101","Lane Snapper","Lutjanus synagris",5,7.01
"201007311055-101","Mojarra Spp","Eucinostomus spp",20,15.67
"201007311055-101","Pigfish","Orthopristis chrysoptera",5,4.09
"201007311055-101","Pinfish","Lagodon rhomboides",240,493.24
"201007311055-101","Sargassum Pipefish","Syngnathus pelagicus",2,0.69
"201007311055-101","Sheepshead","Archosargus probatocephalus",1,0.53
"201007311055-101","Silver Perch","Bairdiella chrysoura",19,63.44
"201007311055-101","White Grunt","Haemulon plumierii",11,6.75
"201007311328-159","Gulf Pipefish","Syngnathus scovelli",2,0.52
"201007311328-159","Mojarra Spp","Eucinostomus spp",13,0.74
"201007311328-159","Pinfish","Lagodon rhomboides",40,64.09
"201007311328-159","Rainwater Killifish","Lucania parva",8,0.97
"201007311328-159","Spotted Seatrout","Cynoscion nebulosus",1,0.46
"201007311404-168","Goldspotted Killifish","Floridichthys carpio",4,0.5
"201007311404-168","Gulf Pipefish","Syngnathus scovelli",4,1.5
"201007311404-168","Lane Snapper","Lutjanus synagris",1,1.34
"201007311404-168","Mojarra Spp","Eucinostomus spp",35,6.29
"201007311404-168","Pinfish","Lagodon rhomboides",124,347.29
"201007311404-168","Rainwater Killifish","Lucania parva",282,34.69
"201007311513-068","Fringed Filefish","Monacanthus ciliatus",6,13.12
"201007311513-068","Gulf Pipefish","Syngnathus scovelli",4,1.41
"201007311513-068","Lane Snapper","Lutjanus synagris",3,5.25
"201007311513-068","Mojarra Spp","Eucinostomus spp",44,22.05
"201007311513-068","Pigfish","Orthopristis chrysoptera",1,1.04
"201007311513-068","Pinfish","Lagodon rhomboides",137,551.81
"201007311513-068","Sargassum Pipefish","Syngnathus pelagicus",2,1.97
"201007311513-068","Silver Perch","Bairdiella chrysoura",17,55.68
"201007311513-068","White Grunt","Haemulon plumierii",2,1.11
"201007311534-071","Spotted Seatrout","Cynoscion nebulosus",2,22.68
"201008011015-279","Goldspotted Killifish","Floridichthys carpio",1,0.46
"201008011015-279","Mojarra Spp","Eucinostomus spp",4,1.07
"201008011015-279","Pinfish","Lagodon rhomboides",3,8.38
"201008011015-279","Rainwater Killifish","Lucania parva",33,4.65
"201008011227-241","Gulf Pipefish","Syngnathus scovelli",1,0.16
"201008011227-241","Mojarra Spp","Eucinostomus spp",12,1.13
"201008011227-241","Pinfish","Lagodon rhomboides",2,10.21
"201008011227-241","Rainwater Killifish","Lucania parva",13,1.29
"201008020905-270","Mojarra Spp","Eucinostomus spp",22,4.47
"201008020905-270","Pinfish","Lagodon rhomboides",13,56.55
"201008020905-270","Rainwater Killifish","Lucania parva",5,2.18
"201008021043-301","Crested Blenny","Hypleurochilus germinatus",1,1.15
"201008021043-301","Goldspotted Killifish","Floridichthys carpio",1,1.52
"201008021043-301","Great Barracuda","Sphyraena barracuda",1,3.16
"201008021043-301","Mojarra Spp","Eucinostomus spp",3,2.42
"201008021043-301","Pinfish","Lagodon rhomboides",7,38.57
"201008021210-314","Mojarra Spp","Eucinostomus spp",1,5.14
"201008021315-618","Mojarra Spp","Eucinostomus spp",112,262.59
"201008021315-618","Pinfish","Lagodon rhomboides",2,24.89
"201008031048-402","Mojarra Spp","Eucinostomus spp",61,66.16
"201008031048-402","Pinfish","Lagodon rhomboides",4,22.09
"201009041240-402","Mojarra Spp","Eucinostomus spp",163,289.33
"201009041240-402","Pinfish","Lagodon rhomboides",3,36.32
"201009041418-619","Goldspotted Killifish","Floridichthys carpio",2,0.36
"201009041418-619","Mojarra Spp","Eucinostomus spp",78,243.99
"201009041418-619","Pinfish","Lagodon rhomboides",1,7.57
"201009041548-314","Mojarra Spp","Eucinostomus spp",4,18.22
"201009050838-112","Gulf Pipefish","Syngnathus scovelli",4,1.41
"201009050838-112","Mojarra Spp","Eucinostomus spp",25,1.71
"201009050838-112","Pinfish","Lagodon rhomboides",13,30.67
"201009050838-112","Planehead Filefish","Stephanolepis hispidus",1,0.15
"201009050838-112","Rainwater Killifish","Lucania parva",7,0.78
"201009050838-112","Sargassum Pipefish","Syngnathus pelagicus",1,0.53
"201009050838-112","Silver Perch","Bairdiella chrysoura",1,0.15
"201009050920-023","Dwarf Herring","Jenkinsia lamprotaenia",4,0.14
"201009050920-023","Fringed Filefish","Monacanthus ciliatus",25,39.88
"201009050920-023","Gulf Pipefish","Syngnathus scovelli",1,0.15
"201009050920-023","Honeycomb Cowfish","Acanthostracion polygonius",3,13.73
"201009050920-023","Lane Snapper","Lutjanus synagris",8,16.54
"201009050920-023","Mojarra Spp","Eucinostomus spp",210,54.74
"201009050920-023","Pigfish","Orthopristis chrysoptera",1,2.94
"201009050920-023","Pinfish","Lagodon rhomboides",349,974.52
"201009050920-023","Rainwater Killifish","Lucania parva",1,0.04
"201009050920-023","Sargassum Pipefish","Syngnathus pelagicus",5,7.68
"201009050920-023","Silver Perch","Bairdiella chrysoura",12,112.51
"201009050920-023","Spotted Seatrout","Cynoscion nebulosus",4,2.37
"201009050920-023","Striped Burrfish","Chilomycterus schoepfi",1,12.69
"201009050920-023","White Grunt","Haemulon plumierii",30,30.37
"201009051010-021","Spotted Seatrout","Cynoscion nebulosus",1,0.45
"201009051130-134","Pinfish","Lagodon rhomboides",11,38.04
"201009051130-134","Planehead Filefish","Stephanolepis hispidus",1,0.18
"201009051245-157","Spotted Seatrout","Cynoscion nebulosus",1,1.57
"201009051304-156","Bluestriped Grunt","Haemulon sciurus",1,2.04
"201009051304-156","Fringed Filefish","Monacanthus ciliatus",3,4.71
"201009051304-156","Fringed Pipefish","Anarchopterus criniger",1,0.09
"201009051304-156","Gulf Pipefish","Syngnathus scovelli",3,0.66
"201009051304-156","Lane Snapper","Lutjanus synagris",9,13.25
"201009051304-156","Mojarra Spp","Eucinostomus spp",162,75.86
"201009051304-156","Pigfish","Orthopristis chrysoptera",2,20.06
"201009051304-156","Pinfish","Lagodon rhomboides",255,881.72
"201009051304-156","Rainwater Killifish","Lucania parva",66,10.54
"201009051304-156","Sargassum Pipefish","Syngnathus pelagicus",6,7.56
"201009051304-156","Silver Perch","Bairdiella chrysoura",12,99.04
"201009051304-156","Spotted Seatrout","Cynoscion nebulosus",1,1.63
"201009051304-156","White Grunt","Haemulon plumierii",2,0.89
"201009051434-168","Fringed Pipefish","Anarchopterus criniger",1,0.29
"201009051434-168","Gulf Pipefish","Syngnathus scovelli",4,1.56
"201009051434-168","Mojarra Spp","Eucinostomus spp",112,12.61
"201009051434-168","Pinfish","Lagodon rhomboides",32,182.38
"201009051434-168","Rainwater Killifish","Lucania parva",393,43.4
"201009051434-168","Silver Perch","Bairdiella chrysoura",5,53.28
"201009051530-176","Spotted Seatrout","Cynoscion nebulosus",1,0.93
"201009061123-241","Mojarra Spp","Eucinostomus spp",1,0.13
"201009061123-241","Pinfish","Lagodon rhomboides",2,7.45
"201009061123-241","Rainwater Killifish","Lucania parva",4,0.42
"201009061300-266","Dusky Pipefish","Syngnathus floridae",1,0.97
"201009061300-266","Mojarra Spp","Eucinostomus spp",10,3.6
"201009061300-266","Pinfish","Lagodon rhomboides",2,10.77
"201009061300-266","Rainwater Killifish","Lucania parva",2,0.21
"201009070936-270","Great Barracuda","Sphyraena barracuda",1,3.15
"201009070936-270","Mojarra Spp","Eucinostomus spp",16,3.82
"201009070936-270","Pinfish","Lagodon rhomboides",2,18.57
"201009070936-270","Rainwater Killifish","Lucania parva",5,0.79
"201009071150-301","Mojarra Spp","Eucinostomus spp",13,15.46
"201009071150-301","Pinfish","Lagodon rhomboides",5,41.22
"201009071150-301","Rainwater Killifish","Lucania parva",1,0.09
"201009071150-301","Sargassum Pipefish","Syngnathus pelagicus",1,1.21
"201010020907-402","Mojarra Spp","Eucinostomus spp",19,47.35
"201010021005-618","Mojarra Spp","Eucinostomus spp",51,239.74
"201010021005-618","Pinfish","Lagodon rhomboides",1,12.98
"201010021217-314","Mojarra Spp","Eucinostomus spp",38,275.55
"201010021217-314","Pinfish","Lagodon rhomboides",1,15.4
"201010030857-124","Marbled Blenny","Paraclinus marmoratus",1,1.43
"201010030857-124","Mojarra Spp","Eucinostomus spp",11,1.06
"201010030857-124","Pinfish","Lagodon rhomboides",11,24.6
"201010030857-124","Planehead Filefish","Stephanolepis hispidus",1,1.89
"201010030857-124","Rainwater Killifish","Lucania parva",8,1.87
"201010031005-022","Dwarf Seahorse","Hippocampus zosterae",1,0.02
"201010031005-022","Fringed Filefish","Monacanthus ciliatus",13,19.89
"201010031005-022","Honeycomb Cowfish","Acanthostracion polygonius",1,9.62
"201010031005-022","Mojarra Spp","Eucinostomus spp",68,6.9
"201010031005-022","Pinfish","Lagodon rhomboides",84,172.93
"201010031005-022","Silver Perch","Bairdiella chrysoura",3,31.65
"201010031005-022","Spotted Seatrout","Cynoscion nebulosus",1,0.49
"201010031005-022","White Grunt","Haemulon plumierii",13,4.63
"201010031113-130","Spotted Seatrout","Cynoscion nebulosus",2,0.7
"201010031153-145","Bay Anchovy","Anchoa mitchilli",1,0.11
"201010031153-145","Gulf Pipefish","Syngnathus scovelli",1,0.37
"201010031153-145","Mojarra Spp","Eucinostomus spp",75,5.8
"201010031153-145","Pinfish","Lagodon rhomboides",6,19.01
"201010031153-145","Rainwater Killifish","Lucania parva",26,3.64
"201010031247-169","Bay Anchovy","Anchoa mitchilli",1,0.08
"201010031247-169","Gulf Pipefish","Syngnathus scovelli",2,0.77
"201010031247-169","Mojarra Spp","Eucinostomus spp",11,0.83
"201010031247-169","Pinfish","Lagodon rhomboides",25,88.67
"201010031247-169","Rainwater Killifish","Lucania parva",24,2.14
