"keyfield","sport_num","stom_spec","standard","total","wt_wstom","wt_wostom","blk_wt","blk_vol","cat","cat_wt","cat_vol","food_id","food_ord","food_fam","food_count","food_wt","food_tl","food_sl","food_cl"
"201109041119-067",25,"Cynoscion nebulosus",21.07,25.61,0.11,0.09,0.001,0.001,"Misc",0.001,0.01,"UNID",NA,NA,1,0.001,NA,NA,NA
"201109041119-067",26,"Cynoscion nebulosus",25.9,32.41,0.21,0.14,0.009,0.009,"Fish",0.009,0.025,"UNID",NA,NA,1,0.009,NA,NA,NA
"201109041119-067",32,"Cynoscion nebulosus",14.65,18.18,0.04,0.03,0.005,0.005,"Fish",0.005,0.01,"UNID",NA,NA,1,0.005,NA,NA,NA
"201109041425-168",24,"Cynoscion nebulosus",13.64,15.93,0.023,0.014,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201110231436-168",29,"Cynoscion nebulosus",25.57,31,0.18,0.15,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201110231436-168",30,"Cynoscion nebulosus",20.67,24.42,0.07,0.06,0.002,0.002,"Crustacean",0.002,0.01,"UNID",NA,NA,1,0.002,NA,NA,NA
"201110231410-171",27,"Cynoscion nebulosus",75.1,88.03,5.98,5.47,0.102,0.102,"Crustacean",0.102,0.16,"Penaeid spp","Decapoda","Penaeidae",1,0.102,NA,NA,NA
"201110231410-171",28,"Cynoscion nebulosus",43.66,53.07,1.02,0.9,0.016,0.016,"Crustacean",0.016,0.025,"UNID",NA,NA,3,0.016,NA,NA,NA
"201205271045-065",9,"Cynoscion nebulosus",35.61,42.38,0.62,0.59,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201205270822-123",8,"Cynoscion nebulosus",33.34,41.01,0.57,0.47,0.003,0.003,"Crustacean",0.003,0.007,"Caridean spp","Decapoda",NA,1,0,NA,NA,NA
"201205270822-123",8,"Cynoscion nebulosus",33.34,41.01,0.57,0.47,0.003,0.003,"Crustacean",0.003,0.007,"Caridean spp","Decapoda",NA,1,0,NA,NA,NA
"201205270822-123",8,"Cynoscion nebulosus",33.34,41.01,0.57,0.47,0.003,0.003,"Crustacean",0.003,0.007,"Gammaridea spp","Amphipoda",NA,1,0.001,NA,NA,NA
"201205270822-123",8,"Cynoscion nebulosus",33.34,41.01,0.57,0.47,0.003,0.003,"Crustacean",0.003,0.007,"Thor spp","Decapoda","Thoridae",1,0.002,NA,NA,NA
"201205271104-067",6,"Cynoscion nebulosus",32.98,40.64,0.47,0.42,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201205271104-067",5,"Cynoscion nebulosus",40.71,48.4,0.92,0.81,0.003,0.003,"Crustacean",0.003,0.009,"UNID",NA,NA,1,0.003,NA,NA,NA
"201205271104-067",7,"Cynoscion nebulosus",57.26,72,2.95,2.47,0.053,0.053,"Fish",0.053,0.052,"UNID",NA,NA,1,0.04,NA,NA,NA
"201205271104-067",7,"Cynoscion nebulosus",57.26,72,2.95,2.47,0.053,0.053,"Fish",0.053,0.052,"UNID",NA,NA,1,0.016,NA,NA,NA
"201205270938-022",10,"Cynoscion nebulosus",25.98,32.5,0.23,0.2,0.009,0.009,"Crustacean",0.009,0.018,"Caridean spp","Decapoda",NA,3,0.009,NA,NA,NA
"201205271447-175",4,"Cynoscion nebulosus",35.23,43.12,0.69,0.61,0.009,0.009,"Crustacean",0.009,0.028,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.005,9.53,NA,NA
"201205271447-175",4,"Cynoscion nebulosus",35.23,43.12,0.69,0.61,0.009,0.009,"Crustacean",0.009,0.028,"Penaeid spp","Decapoda","Penaeidae",1,0.004,NA,NA,NA
"201206261417-158",23,"Cynoscion nebulosus",56.26,66.17,2.87,2.54,0.047,0.047,"Fish",0.035,0.041,"Caridean spp","Decapoda",NA,1,0.019,NA,NA,NA
"201206261417-158",23,"Cynoscion nebulosus",56.26,66.17,2.87,2.54,0.047,0.047,"Fish",0.035,0.041,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.026,NA,NA,NA
"201206261417-158",23,"Cynoscion nebulosus",56.26,66.17,2.87,2.54,0.047,0.047,"Crustacean",0.019,0.013,"UNID",NA,NA,1,0.007,NA,NA,NA
"201206270850-171",14,"Cynoscion nebulosus",61.1,79.36,4.47,4.09,0.028,0.028,"Fish",0.028,0.03,"Eucinostomus spp","Perciformes","Gerreidae",1,0.003,NA,NA,NA
"201206270850-171",14,"Cynoscion nebulosus",61.1,79.36,4.47,4.09,0.028,0.028,"Fish",0.028,0.03,"Eucinostomus spp","Perciformes","Gerreidae",1,0.002,NA,NA,NA
"201206270850-171",14,"Cynoscion nebulosus",61.1,79.36,4.47,4.09,0.028,0.028,"Fish",0.028,0.03,"UNID",NA,NA,1,0.013,NA,NA,NA
"201206271305-123",15,"Cynoscion nebulosus",29.54,35.46,0.39,0.31,0.023,0.023,"Fish",0.023,0.011,"UNID",NA,NA,1,0.003,NA,NA,NA
"201206271305-123",15,"Cynoscion nebulosus",29.54,35.46,0.39,0.31,0.023,0.023,"Fish",0.023,0.011,"UNID",NA,NA,1,0.011,NA,NA,NA
"201206271305-123",15,"Cynoscion nebulosus",29.54,35.46,0.39,0.31,0.023,0.023,"Fish",0.023,0.011,"UNID",NA,NA,1,0.006,NA,NA,NA
"201207161048-020",17,"Cynoscion nebulosus",29.94,36.88,0.39,0.33,0.008,0.008,"Crustacean",0.008,0.002,"Caridean spp","Decapoda",NA,2,0.005,NA,NA,NA
"201207161048-020",16,"Cynoscion nebulosus",39.88,51.24,1.03,0.93,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201207161048-020",17,"Cynoscion nebulosus",29.94,36.88,0.39,0.33,0.008,0.008,"Crustacean",0.008,0.002,"Hippolyte spp","Decapoda","Hippolytidae",1,0.002,NA,NA,NA
"201207161048-020",17,"Cynoscion nebulosus",29.94,36.88,0.39,0.33,0.008,0.008,"Crustacean",0.008,0.002,"Hippolyte spp","Decapoda","Hippolytidae",1,0.001,NA,NA,NA
"201207161159-144",2,"Cynoscion nebulosus",66.43,79.29,3.86,3.43,0.103,0.103,"Crustacean",0.009,0.042,"Caridean spp","Decapoda",NA,1,0.003,NA,NA,NA
"201207161159-144",2,"Cynoscion nebulosus",66.43,79.29,3.86,3.43,0.103,0.103,"Crustacean",0.009,0.042,"Thor spp","Decapoda","Thoridae",1,0.006,NA,NA,NA
"201207161159-144",2,"Cynoscion nebulosus",66.43,79.29,3.86,3.43,0.103,0.103,"Fish",0.045,0.063,"UNID",NA,NA,1,0.045,NA,NA,NA
"201207161159-144",3,"Cynoscion nebulosus",75.11,89.55,5.73,5.26,0.017,0.017,"Fish",0.017,0.07,"UNID",NA,NA,1,0.017,NA,NA,NA
"201207161240-156",21,"Cynoscion nebulosus",46.74,59.65,1.53,1.35,0.005,0.005,"Crustacean",0.005,0.031,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"201207161240-156",20,"Cynoscion nebulosus",45.57,59.98,1.76,1.59,0.001,0.001,"Crustacean",0.001,0.001,"Caridean spp","Decapoda",NA,1,0.001,NA,NA,NA
"201207161240-156",22,"Cynoscion nebulosus",31.57,39.01,0.47,0.41,0.015,0.015,"Crustacean",0.015,0.019,"Caridean spp","Decapoda",NA,2,0.015,NA,NA,NA
"201207161240-156",21,"Cynoscion nebulosus",46.74,59.65,1.53,1.35,0.005,0.005,"Crustacean",0.005,0.031,"Thor spp","Decapoda","Thoridae",1,0.002,NA,NA,NA
"201207161332-070",13,"Cynoscion nebulosus",18.98,23.63,0.1,0.07,0.001,0.001,"Crustacean",0.001,0.001,"Amphipod spp","Amphipoda",NA,8,0.001,NA,NA,NA
"201207161332-070",12,"Cynoscion nebulosus",64.91,76.24,3.84,3.24,0.064,0.064,"Crustacean",0.064,0.042,"Penaeid spp","Decapoda","Penaeidae",4,0.046,NA,NA,NA
"201207161332-070",12,"Cynoscion nebulosus",64.91,76.24,3.84,3.24,0.064,0.064,"Crustacean",0.064,0.042,"Thor spp","Decapoda","Thoridae",1,0.015,NA,NA,NA
"201207161332-070",11,"Cynoscion nebulosus",32.72,39.55,0.49,0.39,0.016,0.016,"Fish",0.016,0.049,"UNID",NA,NA,1,0.016,NA,NA,NA
"201207161359-073",24,"Cynoscion nebulosus",46.38,57.11,1.31,1.18,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201208121146-020",18,"Cynoscion nebulosus",52.83,66.24,2.18,1.97,0.039,0.039,"Crustacean",0.039,0.048,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.018,14.81,NA,3.31
"201208121146-020",19,"Cynoscion nebulosus",52.46,61.44,1.96,1.71,0.076,0.076,"Crustacean",0.076,0.097,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.055,21.28,NA,4.39
"201208121146-020",19,"Cynoscion nebulosus",52.46,61.44,1.96,1.71,0.076,0.076,"Crustacean",0.076,0.097,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.013,NA,NA,NA
"201208121146-020",18,"Cynoscion nebulosus",52.83,66.24,2.18,1.97,0.039,0.039,"Crustacean",0.039,0.048,"Periclimenes longicaudatus","Decapoda","Palaemonidae",1,0.008,9.18,NA,1.68
"201208121146-020",18,"Cynoscion nebulosus",52.83,66.24,2.18,1.97,0.039,0.039,"Crustacean",0.039,0.048,"Tozeuma carolinense","Decapoda","Hippolytidae",1,0.017,NA,NA,NA
"201208121246-068",1,"Cynoscion nebulosus",64.96,79.05,3.55,3.06,0.002,0.002,"Crustacean",0.001,0.001,"Caridean spp","Decapoda",NA,1,0.001,NA,NA,NA
"201208121246-068",1,"Cynoscion nebulosus",64.96,79.05,3.55,3.06,0.002,0.002,"Fish",0.002,0.035,"UNID",NA,NA,1,0.002,NA,NA,NA
"201208121255-070",27,"Cynoscion nebulosus",63.47,75.31,4.15,3.74,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201208121255-070",25,"Cynoscion nebulosus",31.29,40.19,0.45,0.39,0.003,0.003,"Crustacean",0.003,0.001,"UNID",NA,NA,4,0.003,NA,NA,NA
"201208121255-070",26,"Cynoscion nebulosus",70.78,86.46,5.44,5.12,0.003,0.003,"Crustacean",0.003,0.015,"UNID",NA,NA,1,0.003,NA,NA,NA
"201209020915-124",28,"Cynoscion nebulosus",49.36,60.28,1.57,1.46,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201209021410-156",32,"Cynoscion nebulosus",65.14,80.18,4.38,4.1,0.023,0.023,"Crustacean",0.023,0.008,"Caridean spp","Decapoda",NA,2,0.018,NA,NA,NA
"201209021410-156",32,"Cynoscion nebulosus",65.14,80.18,4.38,4.1,0.023,0.023,"Crustacean",0.023,0.008,"Periclimenes longicaudatus","Decapoda","Palaemonidae",1,0.005,NA,NA,NA
"201209021410-156",33,"Cynoscion nebulosus",28.24,38.2,0.42,0.33,0.004,0.004,"Crustacean",0.004,0.006,"Periclimenes longicaudatus","Decapoda","Palaemonidae",1,0.003,7.61,NA,1.31
"201209021410-156",33,"Cynoscion nebulosus",28.24,38.2,0.42,0.33,0.004,0.004,"Crustacean",0.004,0.006,"UNID",NA,NA,1,0.001,NA,NA,NA
"201209021449-168",30,"Cynoscion nebulosus",17.63,20.94,0.08,0.06,0.001,0.001,"Fish",0.001,0.001,"UNID",NA,NA,1,0.001,NA,NA,NA
"201209021449-168",31,"Cynoscion nebulosus",21.76,24.62,0.15,0.11,0.002,0.002,"Fish",0.002,0.019,"UNID",NA,NA,1,0.002,NA,NA,NA
"201209021342-070",36,"Cynoscion nebulosus",70.52,82.83,5.26,4.88,0.094,0.094,"Crustacean",0.042,0.032,"Caridean spp","Decapoda",NA,1,0.003,NA,NA,NA
"201209021342-070",38,"Cynoscion nebulosus",31.33,39.03,0.46,0.38,0.014,0.014,"Crustacean",0.014,0.001,"Caridean spp","Decapoda",NA,5,0.014,NA,NA,NA
"201209021342-070",39,"Cynoscion nebulosus",16.76,19.83,0.07,0.05,0.002,0.002,"Crustacean",0.002,0.001,"Caridean spp","Decapoda",NA,3,0.002,NA,NA,NA
"201209021342-070",37,"Cynoscion nebulosus",31.01,37.91,0.38,0.35,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201209021342-070",35,"Cynoscion nebulosus",66.04,76.15,3.53,3.25,0.068,0.068,"Crustacean",0.068,0.041,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.068,NA,NA,NA
"201209021342-070",36,"Cynoscion nebulosus",70.52,82.83,5.26,4.88,0.094,0.094,"Crustacean",0.042,0.032,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.009,13.26,NA,2.93
"201209021342-070",36,"Cynoscion nebulosus",70.52,82.83,5.26,4.88,0.094,0.094,"Crustacean",0.042,0.032,"Penaeid spp","Decapoda","Penaeidae",1,0.03,NA,NA,NA
"201209021342-070",36,"Cynoscion nebulosus",70.52,82.83,5.26,4.88,0.094,0.094,"Misc",0.002,0.001,"Thalassia testudinum",NA,NA,1,0.002,NA,NA,NA
"201209031444-290",29,"Cynoscion nebulosus",29.4,34.39,0.32,0.28,0.002,0.002,"Fish",0.002,0.019,"UNID",NA,NA,1,0.002,NA,NA,NA
"201209031511-312",34,"Cynoscion nebulosus",36.64,43.61,0.65,0.57,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201305261342-071",3,"Cynoscion nebulosus",28.11,35.21,0.35,0.29,0.01,0.01,"Crustacean",0.01,0.008,"Caridean spp","Decapoda",NA,5,0.01,NA,NA,NA
"201305261304-067",1,"Cynoscion nebulosus",36.92,44.57,0.8,0.75,NA,NA,NA,NA,NA,"Empty",NA,NA,NA,NA,NA,NA,NA
"201305261324-070",5,"Cynoscion nebulosus",30.14,35.87,0.41,0.38,NA,NA,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201305261324-070",2,"Cynoscion nebulosus",23.17,28.66,0.19,0.15,0.007,0.007,"Crustacean",0.007,0.003,"Penaeid spp","Decapoda","Penaeidae",1,0.007,9.1,NA,NA
"201305261324-070",4,"Cynoscion nebulosus",28.39,34.25,0.35,0.32,0.001,0.001,"Crustacean",0.001,0.001,"Penaeid spp","Decapoda","Penaeidae",1,0.001,5.96,NA,NA
"201305261324-070",4,"Cynoscion nebulosus",28.39,34.25,0.35,0.32,0.001,0.001,"Crustacean",0.001,0.002,"Penaeid spp","Decapoda","Penaeidae",2,0,NA,NA,NA
"201306161442-172",7,"Cynoscion nebulosus",23.24,27.84,0.13,0.11,0.003,0.003,"Fish",0.003,0.021,"UNID",NA,NA,1,0.003,NA,NA,NA
"201306161400-143",6,"Cynoscion nebulosus",30.86,38.03,0.37,0.31,0.025,0.025,"Crustacean",0.025,0.049,"Caridean spp","Decapoda",NA,1,0.025,14.5,NA,2.6
"201307141248-156",19,"Cynoscion nebulosus",29.24,36.87,0.36,0.32,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201307141308-067",8,"Cynoscion nebulosus",65.35,79.65,5.41,4.95,0.11,0.11,"Crustacean",0.11,0.115,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.11,25.22,NA,6.04
"201307141308-067",9,"Cynoscion nebulosus",77.04,89.62,8.18,7.68,0.084,0.084,"Crustacean",0.084,0.052,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.07,NA,NA,NA
"201307141308-067",9,"Cynoscion nebulosus",77.04,89.62,8.18,7.68,0.084,0.084,"Crustacean",0.084,0.052,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.006,10.71,NA,2.33
"201307141308-067",9,"Cynoscion nebulosus",77.04,89.62,8.18,7.68,0.084,0.084,"Crustacean",0.084,0.052,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.007,11.26,NA,2.65
"201307141308-067",10,"Cynoscion nebulosus",65.46,78.65,5.64,5.22,0.04,0.04,"Crustacean",0.04,0.053,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.04,15.89,NA,4.09
"201307141308-067",11,"Cynoscion nebulosus",35.77,45.38,0.88,0.79,0.017,0.017,"Crustacean",0.017,0.018,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.005,9.68,NA,2
"201307141308-067",11,"Cynoscion nebulosus",35.77,45.38,0.88,0.79,0.017,0.017,"Crustacean",0.017,0.018,"Mysida spp","Mysida",NA,1,0,NA,NA,NA
"201307141308-067",11,"Cynoscion nebulosus",35.77,45.38,0.88,0.79,0.017,0.017,"Crustacean",0.017,0.018,"Mysida spp","Mysida",NA,1,0,5.18,NA,NA
"201307141308-067",11,"Cynoscion nebulosus",35.77,45.38,0.88,0.79,0.017,0.017,"Crustacean",0.017,0.018,"Mysida spp","Mysida",NA,1,0,5.07,NA,NA
"201307141308-067",11,"Cynoscion nebulosus",35.77,45.38,0.88,0.79,0.017,0.017,"Crustacean",0.017,0.018,"Penaeid spp","Decapoda","Penaeidae",1,0.005,9.6,NA,NA
"201307141308-067",11,"Cynoscion nebulosus",35.77,45.38,0.88,0.79,0.017,0.017,"Crustacean",0.017,0.018,"Penaeid spp","Decapoda","Penaeidae",1,0.009,NA,NA,NA
"201307141308-067",13,"Cynoscion nebulosus",46.6,57.04,1.96,1.71,0.04,0.04,"Crustacean",0.03,0.038,"Penaeid spp","Decapoda","Penaeidae",1,0.03,NA,NA,NA
"201307141308-067",14,"Cynoscion nebulosus",51.93,65.06,2.76,2.56,0.06,0.06,"Crustacean",0.06,0.095,"Penaeid spp","Decapoda","Penaeidae",1,0.06,NA,NA,NA
"201307141308-067",13,"Cynoscion nebulosus",46.6,57.04,1.96,1.71,0.04,0.04,"Misc",0.003,0.004,"Syringodium filiforme",NA,NA,1,0.003,NA,NA,NA
"201307141308-067",12,"Cynoscion nebulosus",38.31,46.51,0.98,0.91,0.007,0.007,"Crustacean",0.007,0.016,"UNID",NA,NA,1,0.007,NA,NA,NA
"201307141340-070",18,"Cynoscion nebulosus",57.48,67.66,3.07,2.9,0,0,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201307141340-070",17,"Cynoscion nebulosus",44.53,56.68,1.45,1.39,0.004,0.004,"Crustacean",0.004,0.001,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.004,NA,NA,NA
"201307141340-070",15,"Cynoscion nebulosus",43.15,54.8,1.37,1.29,0.002,0.002,"Crustacean",0.002,0.001,"Penaeid spp","Decapoda","Penaeidae",1,0.002,NA,NA,NA
"201307141340-070",16,"Cynoscion nebulosus",70.86,84.07,5.86,5.42,0.09,0.09,"Crustacean",0.09,0.077,"Penaeid spp","Decapoda","Penaeidae",1,0.06,16.61,NA,3.9
"201307141340-070",16,"Cynoscion nebulosus",70.86,84.07,5.86,5.42,0.09,0.09,"Crustacean",0.09,0.077,"Penaeid spp","Decapoda","Penaeidae",1,0.03,NA,NA,NA
"201308161334-070",21,"Cynoscion nebulosus",89.54,103.99,12.43,11.41,0.43,0.43,"Crustacean",0.43,0.429,"Alpheus spp","Decapoda","Alpheidae",1,0.37,NA,NA,NA
"201308161334-070",23,"Cynoscion nebulosus",25.9,32.15,0.22,0.2,0,0,"Crustacean",0,0,"Amphipod spp","Amphipoda",NA,2,0,NA,NA,NA
"201308161334-070",24,"Cynoscion nebulosus",30.25,36.93,0.36,0.32,0.001,0.001,"Crustacean",0.001,0.001,"Amphipod spp","Amphipoda",NA,13,0.001,NA,NA,NA
"201308161334-070",20,"Cynoscion nebulosus",25.09,30.59,0.22,0.18,0.011,0.011,"Fish",0.011,0.02,"Cynoscion nebulosus","Acanthuriformes","Scianidae",1,0.011,NA,NA,NA
"201308161334-070",21,"Cynoscion nebulosus",89.54,103.99,12.43,11.41,0.43,0.43,"Crustacean",0.43,0.429,"Penaeid spp","Decapoda","Penaeidae",1,0.061,28.79,NA,6.56
"201308161334-070",22,"Cynoscion nebulosus",40.79,50.16,0.97,0.9,0.041,0.041,"Crustacean",0.041,0.041,"Penaeid spp","Decapoda","Penaeidae",1,0.041,NA,NA,NA
"201308161415-071",25,"Cynoscion nebulosus",21.52,26.3,0.16,0.14,0.001,0.001,"Crustacean",0.001,0.001,"Amphipod spp","Amphipoda",NA,12,0.001,NA,NA,NA
"201309151446-070",28,"Cynoscion nebulosus",62.98,75.99,4.34,4.18,0.008,0.008,"Crustacean",0.001,0.001,"Amphipod spp","Amphipoda",NA,9,0.001,NA,NA,NA
"201309151446-070",27,"Cynoscion nebulosus",29.84,35.91,0.55,0.43,0.06,0.06,"Fish",0.06,0.059,"Anchoa spp","Clupeiformes","Engraulidae",1,0.05,21.66,18.69,NA
"201309151446-070",27,"Cynoscion nebulosus",29.84,35.91,0.55,0.43,0.06,0.06,"Fish",0.06,0.059,"UNID",NA,NA,1,0.01,NA,NA,NA
"201309151446-070",28,"Cynoscion nebulosus",62.98,75.99,4.34,4.18,0.008,0.008,"Misc",0.007,0.005,"UNID",NA,NA,1,0.007,NA,NA,NA
"201309151121-023",26,"Cynoscion nebulosus",35.46,43.57,0.62,0.52,0.04,0.04,"Fish",0.04,0.041,"Clupeidae spp","Clupeiformes","Clupeidae",1,0.04,NA,NA,NA
"201309241155-168",29,"Cynoscion nebulosus",20.24,25.19,0.13,0.1,0.001,0.001,"Crustacean",0.001,0.001,"Amphipod spp","Amphipoda",NA,7,0.001,NA,NA,NA
"201310280930-123",30,"Cynoscion nebulosus",51.6,63.27,2.55,2.28,0.06,0.06,"Crustacean",0.06,0.058,"Caridean spp","Decapoda",NA,1,0.005,NA,NA,NA
"201310280930-123",30,"Cynoscion nebulosus",51.6,63.27,2.55,2.28,0.06,0.06,"Crustacean",0.06,0.058,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.012,10.85,NA,3.14
"201310280930-123",30,"Cynoscion nebulosus",51.6,63.27,2.55,2.28,0.06,0.06,"Crustacean",0.06,0.058,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.009,10.79,NA,2.64
"201310280930-123",30,"Cynoscion nebulosus",51.6,63.27,2.55,2.28,0.06,0.06,"Crustacean",0.06,0.058,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.008,9.9,NA,2.52
"201310280930-123",30,"Cynoscion nebulosus",51.6,63.27,2.55,2.28,0.06,0.06,"Crustacean",0.06,0.058,"Urocaris longicaudata","Decapoda","Palaemonidae",1,0.013,11.06,NA,3.34
"201310280930-123",30,"Cynoscion nebulosus",51.6,63.27,2.55,2.28,0.06,0.06,"Crustacean",0.06,0.058,"Urocaris longicaudata","Decapoda","Palaemonidae",1,0.013,11.41,NA,3.62
"201407210914-070",1,"Cynoscion nebulosus",30.75,39.01,0.47,0.4,0.001,0.001,"Misc",0.001,0.001,"UNID",NA,NA,1,NA,NA,NA,NA
"201410131008-312",2,"Cynoscion nebulosus",56.79,67.87,2.85,2.8,0.002,0.002,"Crustacean",0.002,0.05,"Farfantepenaeus spp","Decapoda","Penaeidae",2,0.001,NA,NA,NA
"201505241510-067",3,"Cynoscion nebulosus",35.4,39.01,0.72,0.71,NA,NA,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201505241143-123",1,"Cynoscion nebulosus",33.46,41.84,0.64,0.6,0.013,0.013,"Crustacean",0.004,0.02,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.004,NA,NA,NA
"201505241143-123",1,"Cynoscion nebulosus",33.46,41.84,0.64,0.6,0.013,0.013,"Fish",0.009,0.04,"UNID",NA,NA,1,0.009,NA,NA,NA
"201505241118-146",2,"Cynoscion nebulosus",26.56,31.4,0.32,0.29,0.009,0.009,"Crustacean",0.002,0.01,"Farfantepenaeus spp","Decapoda","Penaeidae",1,0.002,NA,NA,NA
"201505241118-146",2,"Cynoscion nebulosus",26.56,31.4,0.32,0.29,0.009,0.009,"Fish",0.007,0.06,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.007,NA,NA,NA
"201506201320-022",4,"Cynoscion nebulosus",67.35,79.07,3.87,3.8,NA,NA,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201506201320-022",5,"Cynoscion nebulosus",35.44,43.17,0.5,0.47,0.005,0.005,"Crustacean",0.005,0.02,"UNID",NA,NA,1,0.005,NA,NA,NA
"201506201320-022",6,"Cynoscion nebulosus",35.18,42.13,0.6,0.54,0.004,0.004,"Fish",0.004,0.01,"UNID",NA,NA,1,0.004,NA,NA,NA
"201506201320-022",7,"Cynoscion nebulosus",43.7,52.94,1.05,1.02,0.03,0.03,"Fish",0.03,0.01,"UNID",NA,NA,1,0.03,NA,NA,NA
"201506201220-122",8,"Cynoscion nebulosus",41.36,50.04,1.11,1,0.014,0.014,"Crustacean",0.014,0.05,"Farfantepenaeus spp","Decapoda","Penaeidae",4,0.014,NA,NA,NA
"201507181445-024",10,"Cynoscion nebulosus",56.03,68.41,2.3,2.26,NA,NA,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201507181325-134",9,"Cynoscion nebulosus",47.7,57.5,1.6,1.45,0.057,0.057,"Crustacean",0.057,0.09,"Farfantepenaeus spp","Decapoda","Penaeidae",3,0.057,NA,NA,NA
"201507181146-168",11,"Cynoscion nebulosus",27.04,32.48,0.28,0.25,NA,NA,NA,NA,NA,"Empty",NA,NA,0,NA,NA,NA,NA
"201507181146-168",12,"Cynoscion nebulosus",33.86,39.86,0.59,0.5,0.01,0.01,"Fish",0.01,0.02,"UNID",NA,NA,1,0.01,NA,NA,NA
"201508151622-022",14,"Cynoscion nebulosus",23.43,27.02,0.19,0.16,0.002,0.002,"Crustacean",0.002,0.01,"Amphipod spp","Amphipoda",NA,1,0.002,2.56,NA,NA
"201508151645-023",13,"Cynoscion nebulosus",49.14,60.74,1.84,1.66,0.011,0.011,"Fish",0.011,0.02,"UNID",NA,NA,1,0.011,NA,NA,NA
"201509041125-065",15,"Cynoscion nebulosus",16.51,21.42,0.04,0.03,0.001,0.001,"Misc",0.001,0.005,"UNID",NA,NA,1,NA,NA,NA,NA
"201509051302-256",16,"Cynoscion nebulosus",30.57,37.04,0.43,0.39,0.003,0.003,"Crustacean",0.003,0.01,"Amphipod spp","Amphipoda",NA,1,0.003,NA,NA,NA
"201510110939-070",17,"Cynoscion nebulosus",29.67,35.92,0.37,0.35,0.003,0.003,"Fish",0.001,0.005,"UNID",NA,NA,1,0.001,NA,NA,NA
"201510110939-070",17,"Cynoscion nebulosus",29.67,35.92,0.37,0.35,0.003,0.003,"Misc",0.002,0.005,"UNID",NA,NA,1,0.002,NA,NA,NA
"201510101415-268",18,"Cynoscion nebulosus",65.79,80.79,4.64,4.37,0.079,0.079,"Fish",0.075,0.09,"Anchoa mitchilli","Clupeiformes","Engraulidae",1,0.075,NA,14.53,NA
"201510101415-268",18,"Cynoscion nebulosus",65.79,80.79,4.64,4.37,0.079,0.079,"Misc",0.004,0.001,"UNID",NA,NA,1,0.004,NA,NA,NA
"201605301005-070",9,"Cynoscion nebulosus",41.01,50.75,0.99,0.96,0,0,NA,NA,NA,"Empty",NA,NA,NA,NA,NA,NA,NA
"201605301005-070",10,"Cynoscion nebulosus",32.53,38.59,0.52,0.449,0.012,0.012,"Misc",0.012,0.05,"UNID",NA,NA,1,0.012,NA,NA,NA
"201605301204-023",8,"Cynoscion nebulosus",25.4,30.69,0.244,0.231,0.01,0.01,"Misc",0.01,0.05,"UNID",NA,NA,1,0.01,NA,NA,NA
"201605301146-022",3,"Cynoscion nebulosus",32.7,40.47,0.56,0.544,0,0,NA,NA,NA,"Empty",NA,NA,NA,NA,NA,NA,NA
"201605301146-022",4,"Cynoscion nebulosus",22.54,27.23,0.164,0.154,0.001,0.001,"Misc",0.001,0.05,"UNID",NA,NA,1,0.001,NA,NA,NA
