"keyfield","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes"
"200411171047-267",2004,11,17,"10:47",267,"W",25.109,-80.799,"11/17/2004","Rankin",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,20.5,NA,NA,NA,NA,NA,NA
"200411171400-226",2004,11,17,"14:00",226,"N",25.064,-80.83,"11/17/2004","Rankin",NA,NA,NA,266.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,21.5,NA,NA,NA,NA,NA,NA
"200411171455-242",2004,11,17,"14:55",242,"W",25.062,-80.804,"11/17/2004","Rankin",NA,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,21.5,NA,NA,NA,NA,NA,NA
"200411171132-254",2004,11,17,"11:32",254,"S",25.098,-80.814,"11/17/2004","Rankin",NA,NA,NA,181.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,21.5,NA,NA,NA,NA,NA,NA
"200411171318-241",2004,11,17,"13:18",241,"N",25.075,-80.816,"11/17/2004","Rankin",NA,NA,NA,247.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,22,NA,NA,NA,NA,NA,NA
"200411171237-240",2004,11,17,"12:37",240,"E",25.088,-80.828,"11/17/2004","Rankin",NA,NA,NA,169.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,22.5,NA,NA,NA,NA,NA,NA
"200411181016-225",2004,11,18,"10:16",225,"N",25.077,-80.842,"11/18/2004","Rankin",NA,NA,NA,283.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,21,NA,NA,NA,NA,NA,NA
"200411180932-255",2004,11,18,"9:32",255,"S",25.085,-80.802,"11/18/2004","Rankin",NA,NA,NA,243.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,21,NA,NA,NA,NA,NA,NA
"200411181152-244",2004,11,18,"11:52",244,"S",25.036,-80.78,"11/18/2004","Rankin",NA,NA,NA,367.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,21.5,NA,NA,NA,NA,NA,NA
"200411181100-243",2004,11,18,"11:00",243,"N",25.049,-80.792,"11/18/2004","Rankin",NA,NA,NA,396.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,22,NA,NA,NA,NA,NA,NA
"200411181301-258",2004,11,18,"13:01",258,"E",25.047,-80.766,"11/18/2004","Whipray",NA,NA,NA,390.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,22,NA,NA,NA,NA,NA,NA
"200411181428-284",2004,11,18,"14:28",284,"W",25.069,-80.738,"11/18/2004","Whipray",NA,NA,NA,289.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,23,NA,NA,NA,NA,NA,NA
"200411190952-269",2004,11,19,"9:52",269,"W",25.083,-80.776,"11/19/2004","Whipray",NA,NA,NA,438.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,21.5,NA,NA,NA,NA,NA,NA
"200411190917-256",2004,11,19,"9:17",256,"E",25.074,-80.787,"11/19/2004","Whipray",NA,NA,NA,380.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,22,NA,NA,NA,NA,NA,NA
"200411191024-268",2004,11,19,"10:24",268,"E",25.09653,-80.78766,"11/19/2004","Whipray",NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,22,NA,NA,NA,NA,NA,NA
"200411190826-283",2004,11,19,"8:26",283,"W",25.081,-80.75,"11/19/2004","Whipray",NA,NA,NA,430.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,22,NA,NA,NA,NA,NA,NA
"200411191101-281",2004,11,19,"11:01",281,"S",25.107,-80.774,"11/19/2004","Whipray",NA,NA,NA,401.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,22.5,NA,NA,NA,NA,NA,NA
"200411191205-282",2004,11,19,"12:05",282,"W",25.094,-80.762,"11/19/2004","Whipray",NA,NA,NA,386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,22.5,NA,NA,NA,NA,NA,NA
"200411201049-291",2004,11,20,"10:49",291,"E",25.118,-80.76,"11/20/2004","Whipray",NA,NA,NA,176.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,23,NA,NA,NA,NA,NA,NA
"200411201007-292",2004,11,20,"10:07",292,"W",25.105,-80.748,"11/20/2004","Whipray",NA,NA,NA,388.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,23,NA,NA,NA,NA,NA,NA
"200411201230-302",2004,11,20,"12:30",302,"W",25.116,-80.734,"11/20/2004","Whipray",NA,NA,NA,413.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,23.5,NA,NA,NA,NA,NA,NA
"200411201315-303",2004,11,20,"13:15",303,"E",25.103,-80.722,"11/20/2004","Crocodile",NA,NA,NA,386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,24,NA,NA,NA,NA,NA,NA
"200411210950-315",2004,11,21,"9:50",315,"E",25.101,-80.696,"11/21/2004","Crocodile",NA,NA,NA,392.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,23,NA,NA,NA,NA,NA,NA
"200411211209-314",2004,11,21,"12:09",314,"N",25.114,-80.708,"11/21/2004","Crocodile",NA,NA,NA,415.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,23.5,NA,NA,NA,NA,NA,NA
"200411210916-325",2004,11,21,"9:16",325,"W",25.112,-80.682,"11/21/2004","Crocodile",NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,23.5,NA,NA,NA,NA,NA,NA
"200506140950-618",2005,6,14,"9:50",618,"W",25.159,-80.677,"6/14/2005","Crocodile",NA,NA,NA,346.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,28,NA,NA,NA,NA,NA,NA
"200506141045-619",2005,6,14,"10:45",619,"W",25.149,-80.668,"6/14/2005","Crocodile",NA,NA,NA,329.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,29,NA,NA,NA,NA,NA,NA
"200506141140-616",2005,6,14,"11:40",616,"N",25.148,-80.691,"6/14/2005","Crocodile",NA,NA,NA,327.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,29.5,NA,NA,NA,NA,NA,NA
"200506141335-326",2005,6,14,"13:35",326,"N",25.099,-80.67,"6/14/2005","Crocodile",NA,NA,NA,411.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,30,NA,NA,NA,NA,NA,NA
"200506141210-401",2005,6,14,"12:10",401,"N",25.135,-80.68,"6/14/2005","Crocodile",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,30,NA,NA,NA,NA,NA,NA
"200506141305-407",2005,6,14,"13:05",407,"S",25.133,-80.654,"6/14/2005","Crocodile",NA,NA,NA,384.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,30,NA,NA,NA,NA,NA,NA
"200506141445-324",2005,6,14,"14:45",324,"E",25.124,-80.694,"6/14/2005","Crocodile",NA,NA,NA,350.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,34,NA,NA,NA,NA,NA,NA
"200506151216-122",2005,6,15,"12:16",122,"S",25.025,-80.938,"6/15/2005","West",NA,NA,NA,388.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,29,NA,NA,NA,NA,NA,NA
"200506151100-135",2005,6,15,"11:00",135,"N",25.036,-80.924,"6/15/2005","West",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,29,NA,NA,NA,NA,NA,NA
"200506150946-147",2005,6,15,"9:46",147,"E",25.046,-80.91,"6/15/2005","West",NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,29,NA,NA,NA,NA,NA,NA
"200506151312-111",2005,6,15,"13:12",111,"S",25.014,-80.952,"6/15/2005","West",NA,NA,NA,233.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,29.5,NA,NA,NA,NA,NA,NA
"200506151420-123",2005,6,15,"14:20",123,"E",25.012,-80.926,"6/15/2005","West",NA,NA,NA,426.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,30.5,NA,NA,NA,NA,NA,NA
"200506151605-137",2005,6,15,"16:05",137,"S",25.01,-80.9,"6/15/2005","West",NA,NA,NA,346.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,30.5,NA,NA,NA,NA,NA,NA
"200506151506-124",2005,6,15,"15:06",124,"N",24.999,-80.914,"6/15/2005","West",NA,NA,NA,361.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,31,NA,NA,NA,NA,NA,NA
"200506161212-143",2005,6,16,"12:12",143,"N",25.099,-80.958,"6/16/2005","West",NA,NA,NA,270.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,30,NA,NA,NA,NA,NA,NA
"200506161010-108",2005,6,16,"10:10",108,"N",25.052,-80.987,"6/16/2005","West",NA,NA,NA,270.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,30.5,NA,NA,NA,NA,NA,NA
"200506161120-117",2005,6,16,"11:20",117,"E",25.089,-80.997,"6/16/2005","West",NA,NA,NA,407.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,30.5,NA,NA,NA,NA,NA,NA
"200506161500-071",2005,6,16,"15:00",71,"N",25.119,-80.929,"6/16/2005","West",NA,NA,NA,371.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,31.5,NA,NA,NA,NA,NA,NA
"200506161330-157",2005,6,16,"13:30",157,"S",25.096,-80.931,"6/16/2005","West",NA,NA,NA,199.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,31.5,NA,NA,NA,NA,NA,NA
"200506171100-073",2005,6,17,"11:00",73,"E",25.13,-80.915,"6/17/2005","West",NA,NA,NA,222.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,30.5,NA,NA,NA,NA,NA,NA
"200506171215-156",2005,6,17,"12:15",156,"N",25.108,-80.943,"6/17/2005","West",NA,NA,NA,188.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,31,NA,NA,NA,NA,NA,NA
"200506171328-167",2005,6,17,"13:28",167,"S",25.106,-80.917,"6/17/2005","West",NA,NA,NA,285.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,32,NA,NA,NA,NA,NA,NA
"200506171503-175",2005,6,17,"15:03",175,"S",25.115,-80.877,"6/17/2005","West",NA,NA,NA,181.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,33.5,NA,NA,NA,NA,NA,NA
"200506181030-267",2005,6,18,"10:30",267,"W",25.109,-80.799,"6/18/2005","Rankin",NA,NA,NA,361.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,30.5,NA,NA,NA,NA,NA,NA
"200506181255-176",2005,6,18,"12:55",176,"W",25.1,-80.866,"6/18/2005","West",NA,NA,NA,405.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,31,NA,NA,NA,NA,NA,NA
"200506181135-251",2005,6,18,"11:35",251,"S",25.13252,-80.85127,"6/18/2005","Rankin",NA,NA,NA,224.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,31,NA,NA,NA,NA,NA,NA
"200506181350-173",2005,6,18,"13:50",173,"N",25.092,-80.879,"6/18/2005","West",NA,NA,NA,392.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,31.5,NA,NA,NA,NA,NA,NA
"200506181447-224",2005,6,18,"14:47",224,"W",25.09,-80.853,"6/18/2005","Rankin",NA,NA,NA,300.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,32,NA,NA,NA,NA,NA,NA
"200506181530-225",2005,6,18,"15:30",225,"S",25.077,-80.842,"6/18/2005","Rankin",NA,NA,NA,394.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,33,NA,NA,NA,NA,NA,NA
"200506191100-280",2005,6,19,"11:00",280,"S",25.12,-80.785,"6/19/2005","Rankin",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,30.5,NA,NA,NA,NA,NA,NA
"200506191500-227",2005,6,19,"15:00",227,"N",25.051,-80.818,"6/19/2005","Rankin",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,31,NA,NA,NA,NA,NA,NA
"200506191330-240",2005,6,19,"13:30",240,"S",25.088,-80.828,"6/19/2005","Rankin",NA,NA,NA,382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4,31,NA,NA,NA,NA,NA,NA
"200506191545-242",2005,6,19,"15:45",242,"E",25.062,-80.804,"6/19/2005","Rankin",NA,NA,NA,226.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31,NA,NA,NA,NA,NA,NA
"200506191145-278",2005,6,19,"11:45",278,"S",25.145,-80.809,"6/19/2005","Rankin",NA,NA,NA,354.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,31,NA,NA,NA,NA,NA,NA
"200506201030-244",2005,6,20,"10:30",244,"S",25.036,-80.78,"6/20/2005","Rankin",NA,NA,NA,411.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,29,NA,NA,NA,NA,NA,NA
"200506201205-256",2005,6,20,"12:05",256,"E",25.074,-80.787,"6/20/2005","Whipray",NA,NA,NA,417.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,29,NA,NA,NA,NA,NA,NA
"200506201115-257",2005,6,20,"11:15",257,"S",25.06,-80.778,"6/20/2005","Whipray",NA,NA,NA,338.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,29,NA,NA,NA,NA,NA,NA
"200506200956-258",2005,6,20,"9:56",258,"E",25.047,-80.766,"6/20/2005","Whipray",NA,NA,NA,417.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,29,NA,NA,NA,NA,NA,NA
"200506201300-268",2005,6,20,"13:00",268,"E",25.09653,-80.78766,"6/20/2005","Whipray",NA,NA,NA,348.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,29,NA,NA,NA,NA,NA,NA
"200506201335-281",2005,6,20,"13:35",281,"E",25.107,-80.774,"6/20/2005","Whipray",NA,NA,NA,388.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,29,NA,NA,NA,NA,NA,NA
"200506211015-265",2005,6,21,"10:15",265,"E",25.135,-80.823,"6/21/2005","Rankin",NA,NA,NA,333.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,26,NA,NA,NA,NA,NA,NA
"200506211123-290",2005,6,21,"11:23",290,"W",25.131,-80.771,"6/21/2005","Whipray",NA,NA,NA,327.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,26,NA,NA,NA,NA,NA,NA
"200506211217-609",2005,6,21,"12:17",609,"S",25.141,-80.757,"6/21/2005","Whipray",NA,NA,NA,321.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,26.5,NA,NA,NA,NA,NA,NA
"200506211304-301",2005,6,21,"13:04",301,"E",25.129,-80.745,"6/21/2005","Whipray",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,27,NA,NA,NA,NA,NA,NA
"200506211342-312",2005,6,21,"13:42",312,"E",25.139,-80.733,"6/21/2005","Whipray",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,27.5,NA,NA,NA,NA,NA,NA
"200506211424-323",2005,6,21,"14:24",323,"S",25.137,-80.705,"6/21/2005","Crocodile",NA,NA,NA,331.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,28,NA,NA,NA,NA,NA,NA
"200507130941-618",2005,7,13,"9:41",618,"W",25.159,-80.677,"7/13/2005","Crocodile",NA,NA,NA,367.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,29.5,NA,NA,NA,NA,NA,NA
"200507130909-621",2005,7,13,"9:09",621,"S",25.167,-80.664,"7/13/2005","Crocodile",NA,NA,NA,359.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,29.5,NA,NA,NA,NA,NA,NA
"200507131009-616",2005,7,13,"10:09",616,"N",25.148,-80.691,"7/13/2005","Crocodile",NA,NA,NA,382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,NA,NA,NA,NA,NA,NA
"200507131050-408",2005,7,13,"10:50",408,"S",25.12,-80.642,"7/13/2005","Crocodile",NA,NA,NA,411.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,30.5,NA,NA,NA,NA,NA,NA
"200507131419-315",2005,7,13,"14:19",315,"W",25.101,-80.696,"7/13/2005","Crocodile",NA,NA,NA,367.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,31,NA,NA,NA,NA,NA,NA
"200507131134-404",2005,7,13,"11:34",404,"W",25.099,-80.642,"7/13/2005","Crocodile",NA,NA,NA,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,31,NA,NA,NA,NA,NA,NA
"200507131251-324",2005,7,13,"12:51",324,"S",25.124,-80.694,"7/13/2005","Crocodile",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,31.5,NA,NA,NA,NA,NA,NA
"200507131331-325",2005,7,13,"13:31",325,"W",25.112,-80.682,"7/13/2005","Crocodile",NA,NA,NA,386.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31.5,NA,NA,NA,NA,NA,NA
"200507140908-255",2005,7,14,"9:08",255,"S",25.085,-80.802,"7/14/2005","Rankin",NA,NA,NA,291.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,29.5,NA,NA,NA,NA,NA,NA
"200507140943-241",2005,7,14,"9:43",241,"W",25.075,-80.816,"7/14/2005","Rankin",NA,NA,NA,396.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,30,NA,NA,NA,NA,NA,NA
"200507141129-243",2005,7,14,"11:29",243,"E",25.049,-80.792,"7/14/2005","Rankin",NA,NA,NA,350.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,30,NA,NA,NA,NA,NA,NA
"200507141044-227",2005,7,14,"10:44",227,"W",25.051,-80.818,"7/14/2005","Rankin",NA,NA,NA,181.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,30.5,NA,NA,NA,NA,NA,NA
"200507141234-258",2005,7,14,"12:34",258,"S",25.047,-80.766,"7/14/2005","Whipray",NA,NA,NA,375.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,31,NA,NA,NA,NA,NA,NA
"200507141430-256",2005,7,14,"14:30",256,"N",25.074,-80.787,"7/14/2005","Whipray",NA,NA,NA,371.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31.5,NA,NA,NA,NA,NA,NA
"200507141330-257",2005,7,14,"13:30",257,"N",25.06,-80.778,"7/14/2005","Whipray",NA,NA,NA,277.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,31.5,NA,NA,NA,NA,NA,NA
"200507150947-145",2005,7,15,"9:47",145,"E",25.072,-80.933,"7/15/2005","West",NA,NA,NA,275.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,29,NA,NA,NA,NA,NA,NA
"200507151106-133",2005,7,15,"11:06",133,"E",25.061,-80.947,"7/15/2005","West",NA,NA,NA,373.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,29.5,NA,NA,NA,NA,NA,NA
"200507150851-144",2005,7,15,"8:51",144,"E",25.085,-80.945,"7/15/2005","West",NA,NA,NA,158.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,29.5,NA,NA,NA,NA,NA,NA
"200507151216-135",2005,7,15,"12:16",135,"E",25.036,-80.924,"7/15/2005","West",NA,NA,NA,365.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,30,NA,NA,NA,NA,NA,NA
"200507151330-136",2005,7,15,"13:30",136,"S",25.023,-80.912,"7/15/2005","West",NA,NA,NA,373.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,31,NA,NA,NA,NA,NA,NA
"200507151430-123",2005,7,15,"14:30",123,"W",25.012,-80.926,"7/15/2005","West",NA,NA,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,31.5,NA,NA,NA,NA,NA,NA
"200507151530-124",2005,7,15,"15:30",124,"E",24.999,-80.914,"7/15/2005","West",NA,NA,NA,354.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,31.5,NA,NA,NA,NA,NA,NA
"200507161030-108",2005,7,16,"10:30",108,"N",25.052,-80.987,"7/16/2005","West",NA,NA,NA,384.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,29.5,NA,NA,NA,NA,NA,NA
"200507160930-118",2005,7,16,"9:30",118,"E",25.076,-80.985,"7/16/2005","West",NA,NA,NA,249.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,29.5,NA,NA,NA,NA,NA,NA
"200507161145-107",2005,7,16,"11:45",107,"E",25.065,-80.999,"7/16/2005","West",NA,NA,NA,209.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,30,NA,NA,NA,NA,NA,NA
"200507161530-021",2005,7,16,"15:30",21,"N",25.069,-81.051,"7/16/2005","West",NA,NA,NA,170.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,31,NA,NA,NA,NA,NA,NA
"200507161330-023",2005,7,16,"13:30",23,"E",25.044,-81.027,"7/16/2005","West",NA,NA,NA,201.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,31,NA,NA,NA,NA,NA,NA
"200507161440-022",2005,7,16,"14:40",22,"N",25.056,-81.039,"7/16/2005","West",NA,NA,NA,209.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,31.5,NA,NA,NA,NA,NA,NA
"200507170945-265",2005,7,17,"9:45",265,"S",25.135,-80.823,"7/17/2005","Rankin",NA,NA,NA,317.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,29,NA,NA,NA,NA,NA,NA
"200507170839-266",2005,7,17,"8:39",266,"N",25.122,-80.811,"7/17/2005","Rankin",NA,NA,NA,409.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,29,NA,NA,NA,NA,NA,NA
"200507171050-278",2005,7,17,"10:50",278,"S",25.145,-80.809,"7/17/2005","Rankin",NA,NA,NA,388.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,29,NA,NA,NA,NA,NA,NA
"200507171215-175",2005,7,17,"12:15",175,"S",25.115,-80.877,"7/17/2005","West",NA,NA,NA,321.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,30,NA,NA,NA,NA,NA,NA
"200507171346-224",2005,7,17,"13:46",224,"E",25.09,-80.853,"7/17/2005","Rankin",NA,NA,NA,243.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,31,NA,NA,NA,NA,NA,NA
"200507171451-254",2005,7,17,"14:51",254,"E",25.098,-80.814,"7/17/2005","Rankin",NA,NA,NA,224.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,31,NA,NA,NA,NA,NA,NA
"200507181304-280",2005,7,18,"13:04",280,"W",25.12,-80.785,"7/18/2005","Rankin",NA,NA,NA,348.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,29.5,NA,NA,NA,NA,NA,NA
"200507181201-290",2005,7,18,"12:01",290,"S",25.131,-80.771,"7/18/2005","Whipray",NA,NA,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,29.5,NA,NA,NA,NA,NA,NA
"200507181103-291",2005,7,18,"11:03",291,"W",25.118,-80.76,"7/18/2005","Whipray",NA,NA,NA,361.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,29.5,NA,NA,NA,NA,NA,NA
"200507181003-302",2005,7,18,"10:03",302,"E",25.116,-80.734,"7/18/2005","Whipray",NA,NA,NA,338.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,29.5,NA,NA,NA,NA,NA,NA
"200507180913-313",2005,7,18,"9:13",313,"W",25.126,-80.72,"7/18/2005","Crocodile",NA,NA,NA,333.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,29.5,NA,NA,NA,NA,NA,NA
"200507181447-283",2005,7,18,"14:47",283,"N",25.081,-80.75,"7/18/2005","Whipray",NA,NA,NA,380.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,30.5,NA,NA,NA,NA,NA,NA
"200507181358-281",2005,7,18,"13:58",281,"S",25.107,-80.774,"7/18/2005","Whipray",NA,NA,NA,367.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,31.5,NA,NA,NA,NA,NA,NA
"200507191242-067",2005,7,19,"12:42",67,"E",25.134,-80.967,"7/19/2005","West",NA,NA,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,NA,NA,NA,NA,NA,NA
"200507191139-073",2005,7,19,"11:39",73,"W",25.13,-80.915,"7/19/2005","West",NA,NA,NA,308.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,30.5,NA,NA,NA,NA,NA,NA
"200510181014-401",2005,10,18,"10:14",401,"W",25.135,-80.68,"10/18/2005","Crocodile",NA,NA,NA,392.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,26,NA,NA,NA,NA,NA,NA
"200510180906-618",2005,10,18,"9:06",618,"E",25.159,-80.677,"10/18/2005","Crocodile",NA,NA,NA,382.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,26,NA,NA,NA,NA,NA,NA
"200510180934-619",2005,10,18,"9:34",619,"N",25.149,-80.668,"10/18/2005","Crocodile",NA,NA,NA,405.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,26,NA,NA,NA,NA,NA,NA
"200510181100-402",2005,10,18,"11:00",402,"N",25.122,-80.668,"10/18/2005","Crocodile",NA,NA,NA,428.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,26.5,NA,NA,NA,NA,NA,NA
"200510181142-403",2005,10,18,"11:42",403,"S",25.11,-80.656,"10/18/2005","Crocodile",NA,NA,NA,434.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,26.5,NA,NA,NA,NA,NA,NA
"200510181248-408",2005,10,18,"12:48",408,"S",25.12,-80.642,"10/18/2005","Crocodile",NA,NA,NA,443.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,26.5,NA,NA,NA,NA,NA,NA
"200510181630-312",2005,10,18,"16:30",312,"S",25.139,-80.733,"10/18/2005","Whipray",NA,NA,NA,424.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,27,NA,NA,NA,NA,NA,NA
"200510181554-313",2005,10,18,"15:54",313,"N",25.126,-80.72,"10/18/2005","Crocodile",NA,NA,NA,453.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,27,NA,NA,NA,NA,NA,NA
"200510181308-407",2005,10,18,"13:08",407,"S",25.133,-80.654,"10/18/2005","Crocodile",NA,NA,NA,422.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,27,NA,NA,NA,NA,NA,NA
"200510181706-302",2005,10,18,"17:06",302,"W",25.116,-80.734,"10/18/2005","Whipray",NA,NA,NA,445.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,27.5,NA,NA,NA,NA,NA,NA
"200510181430-324",2005,10,18,"14:30",324,"S",25.124,-80.694,"10/18/2005","Crocodile",NA,NA,NA,296.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,27.5,NA,NA,NA,NA,NA,NA
"200510181517-323",2005,10,18,"15:17",323,"S",25.137,-80.705,"10/18/2005","Crocodile",NA,NA,NA,354.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,28.5,NA,NA,NA,NA,NA,NA
